,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,الواردات حسب الأصناف والدول,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
0,,,,,,,Imports by Commodities and Countries,,,,,,,,,
1,,,,,,,,,,,,,,,,
2,,,,,,الوزن طن,القيمة مليون ريال,,عام,,2020,Year,,Value  (Million S R),Weight Tons,
3,,,,,,,,,,,الصادرات,,إعادة الصادرات,,المجموع,
4,,,,,,,,,,,Exports,,ReExports,,Total,
5,,الفصل,,,رقم البند,,,,,,الوزن,القيمة,الوزن,القيمة,الوزن,القيمة
6,,,وصف الفصل,Chapter Description,Item No.,الأصناف,Commodities,,,* سلع ذات وحدات عددية,Weight,Value,Weight,Value,Weight,Value
2669,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,0,0,5,0.581044,5,0.581044
2670,,,,,24021000,لفائف غليظه(سيجار)ـ  مقطوعه الاطراف،ولفائف صغيره(ريللوس،)ـ,"CIGARS, CHEROOTS AND CIGARILLOS, OF TOBACCO",,,,0,0,219.378,1.101544,219.378,1.101544
2671,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,0,0,219.378,1.101544,219.378,1.101544
2672,,,,,24022000,لفائف عادية (سجائر) محتوية على تبغ,CIGARETTES CONTAINING TOBACCO,,,,0,0,427.671,26.016866999999998,427.671,26.016866999999998
2673,,,,,,,,دول الاتحاد الأوروبي,EUROPEAN UNION,,0,0,142.363,17.252059,142.363,17.252059
2674,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,0,0,180.311,4.885674,180.311,4.885674
2675,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0,0,104.997,3.879134,104.997,3.879134
2676,,,,,24031100,معسل,WATER PIPE TOBACCO,,,,0,0,246.37400000000002,3.200792,246.37400000000002,3.200792
2677,,,,,,,,دول اسلامية عدا العربية,ISLAMIC NOT ARABIC COUNTRIES,,0,0,5.4,0.204525,5.4,0.204525
2678,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,0,0,174.887,1.043811,174.887,1.043811
2679,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0,0,66.087,1.952456,66.087,1.952456
2680,,,,,24031920,تبغ مفروم او مكبوس، للغلايين,CHOPPED OR PRESSED TOBACCO FOR PIPES,,,,0,0,0.039,0.00063,0.039,0.00063
2681,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0,0,0.039,0.00063,0.039,0.00063
2682,,,,,24031930,تنباك مفروم او مكبوس، مهياء للبيع بالتجزئه,CHOPPED OR PRESSED TUNBAC FOR RETAIL SALE,,,,0,0,52.222,0.9594219999999999,52.222,0.9594219999999999
2683,,,,,,,,دول اسلامية عدا العربية,ISLAMIC NOT ARABIC COUNTRIES,,0,0,43.29,0.936564,43.29,0.936564
2684,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,0,0,8.93,0.022385,8.93,0.022385
2685,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0,0,0.002,0.000473,0.002,0.000473
2686,,,,,24039940,جراك,JIRAK,,,,0,0,28.29,0.225131,28.29,0.225131
2687,,,,,,,,دول اسيوية عدا العربية والاسلامية,"ASIAN NOT ARABIC ,NOT ISLAMIC",,0,0,16,0.037875,16,0.037875
2688,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,0,0,5.093,0.177156,5.093,0.177156
2689,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0,0,7.197,0.0101,7.197,0.0101
2690,,25,ملح؛ كبريت؛ أتربة وأحجار؛ جص؛ كلس وأسمنت,SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS,,,,,,,8414185.339999998,1223.6264009999998,2519.863,2.498876,8416705.202999996,1226.1252769999996
2691,,,,,25010010,ملح عادي (ملح الطعام),COMMON SALT (TABLE SALT),,,,17905.688,10.046295,187.36599999999999,0.148892,18093.054,10.195187
2692,,,,,,,,دول اسلامية عدا العربية,ISLAMIC NOT ARABIC COUNTRIES,,2.961,0.00282,49.75,0.039724,52.711,0.042544000000000005
2693,,,,,,,,دول افريقية عدا العربية والاسلامية,"AFRICAN NOT ARABIC,NOT ISLAMIC",,379.112,0.313413,10.1,0.011601,389.21200000000005,0.325014
2694,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,1201.786,1.131905,109.31,0.073093,1311.096,1.204998
2695,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,16321.829,8.598157,18.206,0.024474,16340.035,8.622631
2696,,,,,25010020,ملح معطل غير صالح للاستهلاك البشرى,DENATURED SALT UNFIT FOR HUMAN CONSUMPTION,,,,181015.396,29.977522,0,0,181015.396,29.977522
2697,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,51,0.01428,0,0,51,0.01428
2698,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,180964.396,29.963242,0,0,180964.396,29.963242
2699,,,,,25010030,كلوريد صوديوم نقى,PURE SODIUM CHLORIDE,,,,3.5,0.00945,4.827999999999999,0.040998,8.328000000000001,0.050448
2700,,,,,,,,دول الاتحاد الأوروبي,EUROPEAN UNION,,0,0,0.028,0.030438,0.028,0.030438
2701,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,3.5,0.00945,4.8,0.01056,8.3,0.02001
2702,,,,,25010040,محاليل ملحيه,SALT SOLUTIONS,,,,0.34099999999999997,0.001286,0,0,0.34099999999999997,0.001286
2703,,,,,,,,دول اسلامية عدا العربية,ISLAMIC NOT ARABIC COUNTRIES,,0.134,2e-05,0,0,0.134,2e-05
2704,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0.207,0.001266,0,0,0.207,0.001266
2705,,,,,25010090,غيره من ملح أو ماء بحر,OTHER SALTS OR SEA WATER,,,,245.488,0.209323,0,0,245.488,0.209323
2706,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,100.001,0.110003,0,0,100.001,0.110003
2707,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,145.487,0.09932,0,0,145.487,0.09932
2708,,,,,25020000,مركبات حديد كبريتيه ( بيريت )ـ  غير محمصه,UNROASTED IRON PYRITES,,,,0.001,0.000108,0,0,0.001,0.000108
2709,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0.001,0.000108,0,0,0.001,0.000108
2710,,,,,25030000,كبريت، عدا زهر الكبريت أو الكبريت المرسب,"SULPHUR EXCEPT SUBLIMED, PRECIPITATED OR COLLOIDAL",,,,431200.176,76.02691,0,0,431200.176,76.02691
2711,,,,,,,,دول استراليا وجزر الباسفيك,AUSTRALIA AND OCEANIA,,4971.9,2.937398,0,0,4971.9,2.937398
2712,,,,,,,,دول اسلامية عدا العربية,ISLAMIC NOT ARABIC COUNTRIES,,23548.502,8.656386,0,0,23548.502,8.656386
2713,,,,,,,,دول اسيوية عدا العربية والاسلامية,"ASIAN NOT ARABIC ,NOT ISLAMIC",,93473.172,15.545404,0,0,93473.172,15.545404
2714,,,,,,,,دول افريقية عدا العربية والاسلامية,"AFRICAN NOT ARABIC,NOT ISLAMIC",,20809.788,8.106315,0,0,20809.788,8.106315
2715,,,,,,,,دول الاتحاد الأوروبي,EUROPEAN UNION,,1308.792,0.981788,0,0,1308.792,0.981788
2716,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,278356.422,34.418475,0,0,278356.422,34.418475
2717,,,,,,,,دول امريكا الجنوبية,SOUTH AMERICA,,7824,4.678394,0,0,7824,4.678394
2718,,,,,,,,دول امريكا الشمالية,NORTH AMERICA,,907.6,0.70275,0,0,907.6,0.70275
2719,,,,,25051000,رمال سيليسية ورمال مرو (كوارتز),SILICA SANDS AND QUARTZ SANDS,,,,698973.3520000001,122.743121,0,0,698973.3520000001,122.743121
2720,,,,,,,,دول استراليا وجزر الباسفيك,AUSTRALIA AND OCEANIA,,0.888,0.285714,0,0,0.888,0.285714
2721,,,,,,,,دول اسلامية عدا العربية,ISLAMIC NOT ARABIC COUNTRIES,,5.417,0.217091,0,0,5.417,0.217091
2722,,,,,,,,دول اسيوية عدا العربية والاسلامية,"ASIAN NOT ARABIC ,NOT ISLAMIC",,8433.367,12.254882,0,0,8433.367,12.254882
2723,,,,,,,,دول افريقية عدا العربية والاسلامية,"AFRICAN NOT ARABIC,NOT ISLAMIC",,486,0.2187,0,0,486,0.2187
2724,,,,,,,,دول الاتحاد الأوروبي,EUROPEAN UNION,,0.004,0.000162,0,0,0.004,0.000162
2725,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,977.072,0.461061,0,0,977.072,0.461061
2726,,,,,,,,دول امريكا الشمالية,NORTH AMERICA,,5682,0.279284,0,0,5682,0.279284
2727,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,683388.604,109.026227,0,0,683388.604,109.026227
2728,,,,,25070010,صلصال صيني (كاولين),KAOLIN,,,,0,0,26,0.016088,26,0.016088
2729,,,,,,,,دول اسيوية عدا العربية والاسلامية,"ASIAN NOT ARABIC ,NOT ISLAMIC",,0,0,26,0.016088,26,0.016088
2730,,,,,25081000,بنتونيت,BENTONITE,,,,2692.299,1.927139,20,0.014625,2712.299,1.941764
2731,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,2692.299,1.927139,20,0.014625,2712.299,1.941764
2732,,,,,25084000,انواع اخرى من الغضار,OTHER CLAYS,,,,0,0,24.163000000000004,0.096469,24.163000000000004,0.096469
2733,,,,,,,,دول اسلامية عدا العربية,ISLAMIC NOT ARABIC COUNTRIES,,0,0,6.804,0.015716,6.804,0.015716
2734,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0,0,17.359,0.080753,17.359,0.080753
2735,,,,,25090010,طباشير مطحون معد للبناء,GROUND CHALK FOR CONSTRUCTION,,,,47416.474,20.763171,28,0.001365,47444.474,20.764536
2736,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,0,0,28,0.001365,28,0.001365
2737,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,47416.474,20.763171,0,0,47416.474,20.763171
2738,,,,,25090090,غيره من طباشير,OTHER CHALK,,,,59980,7.013755,0,0,59980,7.013755
2739,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,59980,7.013755,0,0,59980,7.013755
2740,,,,,25101000,فوسفات كالسيوم غير مطحون,UNGROUND CALCIUM PHOSPHATES,,,,8.2,1.6e-05,0,0,8.2,1.6e-05
2741,,,,,,,,دول الاتحاد الأوروبي,EUROPEAN UNION,,8.2,1.6e-05,0,0,8.2,1.6e-05
2742,,,,,25111000,كبريتات باريوم طبيعي (باريتين),NATURAL BARIUM SULPHATE (BARYTES),,,,7009.35,7.185983,0,0,7009.35,7.185983
2743,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,7009.35,7.185983,0,0,7009.35,7.185983
2744,,,,,25112000,كربونات باريوم طبيعي (وديذاريت),NATURAL BARIUM CARBONATE (WITHERITE),,,,0,0,0.1,0.00026,0.1,0.00026
2745,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0,0,0.1,0.00026,0.1,0.00026
2746,,,,,25120000,دقيق واتربه حفريات سليسيه,SILICEOUS FOSSIL MEALS AND EARTHS,,,,0.001,1.9e-05,0,0,0.001,1.9e-05
2747,,,,,,,,دول الاتحاد الأوروبي,EUROPEAN UNION,,0.001,1.9e-05,0,0,0.001,1.9e-05
2748,,,,,25131000, حجر خفان, Pumice stone,,,,100,0.028,0,0,100,0.028
2749,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,100,0.028,0,0,100,0.028
2750,,,,,25132010, (سنباذج (صنفرة,EMERY,,,,4603.011,5.55763,1846.175,1.746134,6449.186,7.303764
2751,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,9.371,0.24738,8.075,0.0113,17.445999999999998,0.25867999999999997
2752,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,4593.64,5.31025,1838.1,1.734834,6431.74,7.045084
2753,,,,,25132020,كوراندوم طبيعى,NATURAL CORUNDUM,,,,0,0,144,0.0792,144,0.0792
2754,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0,0,144,0.0792,144,0.0792
2755,,,,,25132090,غيرهامن موادشحذطبيعيه,"OTHER NATURAL ABRASIVES, CRUDE OR IRREGULAR",,,,1,0.000617,0,0,1,0.000617
2756,,,,,,,,دول الاتحاد الأوروبي,EUROPEAN UNION,,1,0.000617,0,0,1,0.000617
2757,,,,,25162000, حجر رملي, Sandstone,,,,37,0.29,0,0,37,0.29
2758,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,37,0.29,0,0,37,0.29
2759,,,,,25169020,احجار اخر للبناء مقطعا تقطيعا بسيطا بشكل كتل,"OTHER BUILDING STONE, MERELY CUT INTO BLOCKS",,,,3711,2.128786,0,0,3711,2.128786
2760,,,,,,,,دول اسيوية عدا العربية والاسلامية,"ASIAN NOT ARABIC ,NOT ISLAMIC",,807,0.984375,0,0,807,0.984375
2761,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,2904,1.144411,0,0,2904,1.144411
2762,,,,,25171000,حصى واحجار مجروشه مستعمله للخرسانه والطرق والسكه الحديد,"GRAVEL, CRUSHED STONE, FOR CONCRETE, ROAD OR RAILWAY",,,,0,0,20,0.020918,20,0.020918
2763,,,,,,,,دول اسلامية عدا العربية,ISLAMIC NOT ARABIC COUNTRIES,,0,0,20,0.020918,20,0.020918
2764,,,,,25174100,حبيبات واحجار من رخام,MARBLE GRANULES AND STONES,,,,0,0,10,0.009,10,0.009
2765,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0,0,10,0.009,10,0.009
2766,,,,,25182010,دلوميت خام مكلس،,CRUDE CALCINED DOLOMITE,,,,20551.2,8.468764,0,0,20551.2,8.468764
2767,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,20551.2,8.468764,0,0,20551.2,8.468764
2768,,,,,25199010,أوكسيد المغنيسيوم,SODIUM CHLORIDE PURE,,,,35009.779,46.184649,0,0,35009.779,46.184649
2769,,,,,,,,دول استراليا وجزر الباسفيك,AUSTRALIA AND OCEANIA,,46,0.0897,0,0,46,0.0897
2770,,,,,,,,دول اسلامية عدا العربية,ISLAMIC NOT ARABIC COUNTRIES,,2556.3,2.792694,0,0,2556.3,2.792694
2771,,,,,,,,دول اسيوية عدا العربية والاسلامية,"ASIAN NOT ARABIC ,NOT ISLAMIC",,9920.63,11.348489,0,0,9920.63,11.348489
2772,,,,,,,,دول افريقية عدا العربية والاسلامية,"AFRICAN NOT ARABIC,NOT ISLAMIC",,3016,3.11025,0,0,3016,3.11025
2773,,,,,,,,دول الاتحاد الأوروبي,EUROPEAN UNION,,15051.949,22.534128,0,0,15051.949,22.534128
2774,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,2139,2.769962,0,0,2139,2.769962
2775,,,,,,,,دول امريكا الجنوبية,SOUTH AMERICA,,345,0.59642,0,0,345,0.59642
2776,,,,,,,,دول امريكا الشمالية,NORTH AMERICA,,39.1,0.04809,0,0,39.1,0.04809
2777,,,,,,,,دول اوروبا عدا دول الاتحاد الأوروبي,EUROPE NOT EUROPEAN UNION,,472,0.914761,0,0,472,0.914761
2778,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,1423.8,1.980155,0,0,1423.8,1.980155
2779,,,,,25199090,غيرها من أوكسيد المغنيسيوم,Other Sodium Chloride Pure,,,,0,0,2.495,0.017944,2.495,0.017944
2780,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,0,0,2.495,0.017944,2.495,0.017944
2781,,,,,25201010,جبس,GYPSUM,,,,79503.749,12.158679,81.2,0.085617,79584.949,12.244296
2782,,,,,,,,دول اسلامية عدا العربية,ISLAMIC NOT ARABIC COUNTRIES,,6047.263,0.691164,16.5,0.004,6063.763,0.695164
2783,,,,,,,,دول اسيوية عدا العربية والاسلامية,"ASIAN NOT ARABIC ,NOT ISLAMIC",,16112.36,3.083776,0,0,16112.36,3.083776
2784,,,,,,,,دول افريقية عدا العربية والاسلامية,"AFRICAN NOT ARABIC,NOT ISLAMIC",,1380.7,0.349283,10,0.00422,1390.7,0.353503
2785,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,34522.218,5.091896,29.7,0.038197,34551.918,5.1300930000000005
2786,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,21441.208,2.94256,25,0.0392,21466.208,2.98176
2787,,,,,25202090,غيره من جص,OTHER PLASTERS,,,,103980.74,4.1320120000000005,0.5,0.00225,103981.24,4.1342620000000005
2788,,,,,,,,دول اسيوية عدا العربية والاسلامية,"ASIAN NOT ARABIC ,NOT ISLAMIC",,20,0.025313,0,0,20,0.025313
2789,,,,,,,,دول الاتحاد الأوروبي,EUROPEAN UNION,,20.16,0.0486,0,0,20.16,0.0486
2790,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,99011.16,3.381177,0,0,99011.16,3.381177
2791,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,4929.42,0.676922,0.5,0.00225,4929.92,0.679172
2792,,,,,25210000,احجار ومواد كلسيه واحجار مماثله,LIMESTONE FLUX; LIMESTONE AND SIMILAR STONE,,,,1436,1.7400000000000002,0,0,1436,1.7400000000000002
2793,,,,,,,,دول اسيوية عدا العربية والاسلامية,"ASIAN NOT ARABIC ,NOT ISLAMIC",,336,1.08,0,0,336,1.08
2794,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,1100,0.66,0,0,1100,0.66
2795,,,,,25221000,كلس، حى,QUICKLIME,,,,101012.464,30.673924,0,0,101012.464,30.673924
2796,,,,,,,,دول افريقية عدا العربية والاسلامية,"AFRICAN NOT ARABIC,NOT ISLAMIC",,9885.91,3.484783,0,0,9885.91,3.484783
2797,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,9003.732,2.090907,0,0,9003.732,2.090907
2798,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,82122.822,25.098234,0,0,82122.822,25.098234
2799,,,,,25222000,كلس، مطفاء,SLAKED LIME,,,,28863.04,8.927945999999999,0,0,28863.04,8.927945999999999
2800,,,,,,,,دول افريقية عدا العربية والاسلامية,"AFRICAN NOT ARABIC,NOT ISLAMIC",,9210.41,3.246665,0,0,9210.41,3.246665
2801,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,7210.63,1.959444,0,0,7210.63,1.959444
2802,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,12442,3.721837,0,0,12442,3.721837
2803,,,,,25223000,كلس، مائى ( نوره )ـ,HYDRAULIC LIME,,,,77.5,0.0162,0,0,77.5,0.0162
2804,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,77.5,0.0162,0,0,77.5,0.0162
2805,,,,,25231000,اسمنت كلنكر,CEMENT CLINKERS,,,,3669496.466,427.000989,0,0,3669496.466,427.000989
2806,,,,,,,,دول اسلامية عدا العربية,ISLAMIC NOT ARABIC COUNTRIES,,1462188,169.464708,0,0,1462188,169.464708
2807,,,,,,,,دول اسيوية عدا العربية والاسلامية,"ASIAN NOT ARABIC ,NOT ISLAMIC",,41000,4.953671,0,0,41000,4.953671
2808,,,,,,,,دول افريقية عدا العربية والاسلامية,"AFRICAN NOT ARABIC,NOT ISLAMIC",,1405864.262,173.559211,0,0,1405864.262,173.559211
2809,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,760444.168,79.022849,0,0,760444.168,79.022849
2810,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0.036,0.00055,0,0,0.036,0.00055
2811,,,,,25232100,اسمنت بورتلاندي ابيض,WHITE PORTLAND CEMENT,,,,975379.125,92.34078200000002,0,0,975379.125,92.34078200000002
2812,,,,,,,,دول اسلامية عدا العربية,ISLAMIC NOT ARABIC COUNTRIES,,164700,15.255225,0,0,164700,15.255225
2813,,,,,,,,دول افريقية عدا العربية والاسلامية,"AFRICAN NOT ARABIC,NOT ISLAMIC",,155000,14.276188,0,0,155000,14.276188
2814,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,562570,54.1677,0,0,562570,54.1677
2815,,,,,,,,دول امريكا الجنوبية,SOUTH AMERICA,,39000,3.519799,0,0,39000,3.519799
2816,,,,,,,,دول امريكا الشمالية,NORTH AMERICA,,53000,4.670625,0,0,53000,4.670625
2817,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,1109.125,0.451245,0,0,1109.125,0.451245
2818,,,,,25232910, اسمنت بورتلاندي عادي, PORTLAND CEMENT,,,,1572528.238,242.149253,0,0,1572528.238,242.149253
2819,,,,,,,,دول اسلامية عدا العربية,ISLAMIC NOT ARABIC COUNTRIES,,60,0.0096,0,0,60,0.0096
2820,,,,,,,,دول افريقية عدا العربية والاسلامية,"AFRICAN NOT ARABIC,NOT ISLAMIC",,45097.583,5.448746,0,0,45097.583,5.448746
2821,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,753812.305,107.308892,0,0,753812.305,107.308892
2822,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,773558.35,129.382015,0,0,773558.35,129.382015
2823,,,,,25232920,اسمنت مقاوم للأملاح,SULPHATE RESISTANT CEMENT,,,,349120.429,61.683957,0,0,349120.429,61.683957
2824,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,21120.429,2.551797,0,0,21120.429,2.551797
2825,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,328000,59.13216,0,0,328000,59.13216
2826,,,,,25239000,اسمنت مائي,OTHER HYDRAULIC CEMENTS,,,,75,0.0685,0,0,75,0.0685
2827,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,75,0.0685,0,0,75,0.0685
2828,,,,,25252000,مسحوق ميكا,MICA POWDER,,,,7.4,0.001136,4.9,0.010478,12.3,0.011614
2829,,,,,,,,دول اسلامية عدا العربية,ISLAMIC NOT ARABIC COUNTRIES,,0,0,0.5,0.002404,0.5,0.002404
2830,,,,,,,,دول اسيوية عدا العربية والاسلامية,"ASIAN NOT ARABIC ,NOT ISLAMIC",,7.4,0.001136,0,0,7.4,0.001136
2831,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0,0,4.4,0.008074,4.4,0.008074
2832,,,,,25262010,استياتيت مجروش،,"STEATITE, CRUSHED",,,,0.233,3e-05,0.034,0.00195,0.267,0.00198
2833,,,,,,,,دول افريقية عدا العربية والاسلامية,"AFRICAN NOT ARABIC,NOT ISLAMIC",,0.233,3e-05,0,0,0.233,3e-05
2834,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0,0,0.034,0.00195,0.034,0.00195
2835,,,,,25262020,طلق ، مجروش،,"TALC, CRUSHED",,,,650.5,0.884815,40,0.0574,690.5,0.942215
2836,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,24,0.0312,0,0,24,0.0312
2837,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,626.5,0.853615,40,0.0574,666.5,0.911015
2838,,,,,25280000,بورات صوديوم طبيعيه,NATURAL SODIUM BORATES,,,,0,0,19.802,0.128988,19.802,0.128988
2839,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0,0,19.802,0.128988,19.802,0.128988
2840,,,,,25291000,فلسبار,FELSPAR,,,,13298,2.849432,0,0,13298,2.849432
2841,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,13298,2.849432,0,0,13298,2.849432
2842,,,,,25309030,كسارات خزف,BROKEN POTTERY,,,,0,0,60.300000000000004,0.020300000000000002,60.300000000000004,0.020300000000000002
2843,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,0,0,0.2,0.0003,0.2,0.0003
2844,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0,0,60.1,0.02,60.1,0.02
2845,,,,,25309090,غيرها من مواد معدنية,OTHER MINERAL SUBSTANCES,,,,8293.2,0.436202,0,0,8293.2,0.436202
2846,,,,,,,,دول امريكا الشمالية,NORTH AMERICA,,0.2,0.000202,0,0,0.2,0.000202
2847,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,8293,0.436,0,0,8293,0.436
2848,,26,خامات معادن، خبث ورماد,"ORES, SLAG AND ASH",,,,,,,411527.46100000007,2128.315804,0,0,411527.46100000007,2128.315804
2849,,,,,26030000,خامات نحاس، ومركزاتها,COPPER ORES AND CONCENTRATES,,,,331339.172,1837.080438,0,0,331339.172,1837.080438
2850,,,,,,,,دول اسيوية عدا العربية والاسلامية,"ASIAN NOT ARABIC ,NOT ISLAMIC",,319889.378,1773.538106,0,0,319889.378,1773.538106
2851,,,,,,,,دول الاتحاد الأوروبي,EUROPEAN UNION,,11449.67,63.542231,0,0,11449.67,63.542231
2852,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0.124,0.000101,0,0,0.124,0.000101
2853,,,,,26060000,خامات المنيوم ومركزاتها,ALUMINIUM ORES AND CONCENTRATES,,,,51.91,0.024188,0,0,51.91,0.024188
2854,,,,,,,,دول استراليا وجزر الباسفيك,AUSTRALIA AND OCEANIA,,0.05,0.001875,0,0,0.05,0.001875
2855,,,,,,,,دول اسيوية عدا العربية والاسلامية,"ASIAN NOT ARABIC ,NOT ISLAMIC",,51.81,0.020438,0,0,51.81,0.020438
2856,,,,,,,,دول امريكا الشمالية,NORTH AMERICA,,0.05,0.001875,0,0,0.05,0.001875
2857,,,,,26080000,خامات زنك ( توتياء )ـ  ومركزاتها,ZINC ORES AND CONCENTRATES,,,,72978.82,196.826953,0,0,72978.82,196.826953
2858,,,,,,,,دول اسيوية عدا العربية والاسلامية,"ASIAN NOT ARABIC ,NOT ISLAMIC",,72978.82,196.826953,0,0,72978.82,196.826953
2859,,,,,26201100,زنك تجارى صلب ( مات الجلفنه )ـ,HARD ZINC SPELTER,,,,259.595,0.32601800000000003,0,0,259.595,0.32601800000000003
2860,,,,,,,,دول اسيوية عدا العربية والاسلامية,"ASIAN NOT ARABIC ,NOT ISLAMIC",,21.606,0.199894,0,0,21.606,0.199894
2861,,,,,,,,دول الاتحاد الأوروبي,EUROPEAN UNION,,237.989,0.126124,0,0,237.989,0.126124
