,Quantity/Units,Weight(Tons),Value(million SAR),Country Group,Commodity,Commodity Code
5305,0,78,2379,Gulf Cooperation Council,FIBER GLASS BOATS WITH EXTENAL NON SENIGNE ELBATS-,89039910
5306,0,2,1688,North America,FIBER GLASS BOATS WITH EXTENAL NON SENIGNE ELBATS-,89039910
5307,0,355,2880,Gulf Cooperation Council,FIBER GLASS BOATS WITHOUT ENGINES,89039920
5308,2,18,771,Gulf Cooperation Council,WATER BIKES(JETSKI),89039930
5309,0,133,3689,Gulf Cooperation Council,OTHERS FROM BOATS,89039990
5310,0,74,8034,Other Arab League Countries,OTHERS FROM BOATS,89039990
5311,219,70722,6553651,Gulf Cooperation Council,TUGS AND PUSHER CRAFT,89040000
5312,1,696,8812,Gulf Cooperation Council,DREDGERS,89051000
5313,12,3638,19557,Gulf Cooperation Council,FLOATING OR SUBMERSIBLE DRILLING PLATFORMS,89052000
5314,110,58768,708713,Gulf Cooperation Council,OTHER FLOATING DOCKS AND THE LIKE,89059090
5315,1,738,8625,Other Arab League Countries,OTHER FLOATING DOCKS AND THE LIKE,89059090
5316,0,670,2625,Gulf Cooperation Council,OTHER SHIPS,89069090
5317,204,581,677,Gulf Cooperation Council,OTHER FLOATING STRUCTURES,89079000
5318,0,1,411,Gulf Cooperation Council,CONTACT LENSES,90013000
5319,0,1,535,European Union,"OBJECTIVE LENSES FOR CAMERAS, PROJECTORS OR THE LIKE",90021100
5320,0,0,3169,European Union,OTHER OBJECTIVE LENSES,90021900
5321,0,83,2536,Gulf Cooperation Council,"FILTERS FOR LENSES, PRISMS AND THE LIKE",90022000
5322,0,203,2640,Other Arab League Countries,"FILTERS FOR LENSES, PRISMS AND THE LIKE",90022000
5323,0,78,1370,Gulf Cooperation Council,"OTHER MOUNTED LENSES, MIRRORS, PRISMS AND THE LIKE",90029000
5324,0,5,362,Gulf Cooperation Council,SUNGLASSES,90041000
5325,0,0,609,European Union,BINOCULARS,90051000
5326,0,10,683,Gulf Cooperation Council,PARTS FOR PROJECTORS,90079200
5327,0,5,431,Gulf Cooperation Council,SCREENS,90106000
5328,0,0,3527,North America,SCREENS,90106000
5329,0,15,222,Other Country Groups,"UNROASTED COFFEE, NOT DECAFFEINATED",09011100
5330,0,0,1,Other Country Groups,"UNROASTED COFFEE, DECAFFEINATED",09011200
5331,0,43,398,Other Country Groups,"ROASTED COFFEE, NOT DECAFFEINATED",09012100
5332,0,0,947,Gulf Cooperation Council,"TELESCOPIC SIGHTS FOR FITTING TO ARMS; PERISCOPES, ETC.",90131000
5333,0,0,329,European Union,"TELESCOPIC SIGHTS FOR FITTING TO ARMS; PERISCOPES, ETC.",90131000
5334,0,1,788,Gulf Cooperation Council,OTHER OF LASERS,90132090
5335,0,9,1388,Other Arab League Countries,OTHER OF LASERS,90132090
5336,0,0,3329,European Union,DIRECTION FINDING COMPASSES,90141000
5337,0,0,319,North America,INSTRUMENTS FOR AERONAUTICAL OR SPACE NAVIGATION,90142000
5338,0,0,671,European Union,INSTRUMENTS FOR AERONAUTICAL OR SPACE NAVIGATION,90142000
5339,0,0,908,Gulf Cooperation Council,RANGEFINDERS,90151000
5340,0,0,384,"African not Arabic,not Islamic",RANGEFINDERS,90151000
5341,0,0,563,European Union,RANGEFINDERS,90151000
5342,0,1,2873,Gulf Cooperation Council,LEVELS,90153000
5343,0,185,70537,Gulf Cooperation Council,"OTHER INSTRUMENTS FOR SURVEYING, HYDROGRAPHIC , ETC.",90158000
5344,0,0,504,"Asian not Arabic ,not Islamic","OTHER INSTRUMENTS FOR SURVEYING, HYDROGRAPHIC , ETC.",90158000
5345,0,1,2707,North America,"OTHER INSTRUMENTS FOR SURVEYING, HYDROGRAPHIC , ETC.",90158000
5346,0,2,1091,European Union,"OTHER INSTRUMENTS FOR SURVEYING, HYDROGRAPHIC , ETC.",90158000
5347,0,1009,112576,Gulf Cooperation Council,"PARTS FOR SURVEYING, HYDROGRAPHIC, ETC., INSTRUMENTS",90159000
5348,0,29,1341,Other Arab League Countries,"PARTS FOR SURVEYING, HYDROGRAPHIC, ETC., INSTRUMENTS",90159000
5349,0,6,7109,"Asian not Arabic ,not Islamic","PARTS FOR SURVEYING, HYDROGRAPHIC, ETC., INSTRUMENTS",90159000
5350,0,3,1973,Australia and Oceania,"PARTS FOR SURVEYING, HYDROGRAPHIC, ETC., INSTRUMENTS",90159000
5351,0,7,19653,North America,"PARTS FOR SURVEYING, HYDROGRAPHIC, ETC., INSTRUMENTS",90159000
5352,0,1,803,South America,"PARTS FOR SURVEYING, HYDROGRAPHIC, ETC., INSTRUMENTS",90159000
5353,0,8,10724,European Union,"PARTS FOR SURVEYING, HYDROGRAPHIC, ETC., INSTRUMENTS",90159000
5354,0,47,9079,Gulf Cooperation Council,OTHER ELECTRO-DIAGNOSTIC APPARATUS,90181990
5355,0,13,2033,Islamic not Arabic countries,OTHER ELECTRO-DIAGNOSTIC APPARATUS,90181990
5356,0,63,2232,European Union,OTHER ELECTRO-DIAGNOSTIC APPARATUS,90181990
5357,0,0,562,North America,ULTRA-VIOLET OR INFRA-RED RAY APPARATUS,90182000
5358,0,114,1358,Gulf Cooperation Council,SUBCUTANEOUS DISPOSABLE SYRINGES,90183140
5359,0,14,381,Other Arab League Countries,SUBCUTANEOUS DISPOSABLE SYRINGES,90183140
5360,0,1,3239,European Union,"SCALPELS, DISSECTORS, PROBES AND THE LIKE",90183920
5361,0,105,4282,Gulf Cooperation Council,"OTHER SYRINGES, NEEDLES AND THE LIKE",90183990
5362,0,13,1787,Other Arab League Countries,"OTHER SYRINGES, NEEDLES AND THE LIKE",90183990
5363,0,22,1173,Islamic not Arabic countries,"OTHER SYRINGES, NEEDLES AND THE LIKE",90183990
5364,0,0,754,North America,"OTHER SYRINGES, NEEDLES AND THE LIKE",90183990
5365,0,3,1277,European Union,"OTHER SYRINGES, NEEDLES AND THE LIKE",90183990
5366,0,17,1172,Gulf Cooperation Council,OTHER DENTAL EQUIPMENT,90184990
5367,0,0,564,Gulf Cooperation Council,ARTIFICIAL KIDNEY APPLIANCES,90189040
5368,0,1,795,Gulf Cooperation Council,other,90189080
5369,0,23,785,Other Arab League Countries,other,90189080
5370,0,180,11096,Gulf Cooperation Council,OTHER MEDICAL EQUIPMENT,90189090
5371,0,41,3148,Other Arab League Countries,OTHER MEDICAL EQUIPMENT,90189090
5372,0,3,524,North America,OTHER MEDICAL EQUIPMENT,90189090
5373,0,34,15765,European Union,OTHER MEDICAL EQUIPMENT,90189090
5374,0,29,214,Other Country Groups,OTHER TOASTED COFFEE,09019000
5375,0,14,1957,European Union,"OZONE, OXYGEN, AEROSOL THERAPY; OTHER RESPIRATION ITEMS",90192000
5376,0,17,209,Other Country Groups,"GREEN TEA IN IMMEDIATE PACKINGS, 3 KGS OR LESS",09021000
5377,0,4,362,Gulf Cooperation Council,OTHER ORTHOPEDICS MACHINES,90211090
5378,0,1,4186,Gulf Cooperation Council,ARTIFICIAL JOINTS                  آ,90213100
5379,0,0,555,European Union,"ARMS,FOREAMS,HANDS,LEGS,FEET,NOSES AND HEART VALES",90213920
5380,0,1,1817,European Union,OTHER ARTIFICIAL COMPOSITIONS FOR THE BODY,90213990
5381,0,0,718,European Union,OTHER ORTHOPAEDIC APPLIANCES,90219090
5382,0,26,180,Other Country Groups,OTHER GREEN TEA,09022000
5383,0,1,1389,Gulf Cooperation Council,CT SCAN,90221200
5384,0,0,344,Gulf Cooperation Council,RADIOGROPHY APPARATUS TO INVESTIGATE LUGGAGE,90221910
5385,0,1,682,Gulf Cooperation Council,"OTHER APPARATUS BASED ON THE USE OF X- RAYS OR ALPHA,",90221990
5386,0,0,1714,North America,"ALPHA, BETA OR GAMMA APPARATUS FOR OTHER USE",90222900
5387,0,1,1275,North America,X-RAY TUBES,90223000
5388,0,4,435,Gulf Cooperation Council,OTHER PARTS FOR X-RAY AND RADIATION APPARATUS,90229000
5389,0,7,4258,North America,OTHER PARTS FOR X-RAY AND RADIATION APPARATUS,90229000
5390,0,52,1413,Gulf Cooperation Council,"INSTRUMENTS, APPARATUS DESIGNED FOR DEMONSTRATIONS",90230000
5391,0,3,316,Other Arab League Countries,"INSTRUMENTS, APPARATUS DESIGNED FOR DEMONSTRATIONS",90230000
5392,0,2,323,Islamic not Arabic countries,"INSTRUMENTS, APPARATUS DESIGNED FOR DEMONSTRATIONS",90230000
5393,0,7,559,"Asian not Arabic ,not Islamic","INSTRUMENTS, APPARATUS DESIGNED FOR DEMONSTRATIONS",90230000
5394,0,6,630,North America,"INSTRUMENTS, APPARATUS DESIGNED FOR DEMONSTRATIONS",90230000
5395,0,12,3097,European Union,"INSTRUMENTS, APPARATUS DESIGNED FOR DEMONSTRATIONS",90230000
5396,0,11,155,Other Country Groups,TEA BAGS,09023010
5397,0,13,112,Other Country Groups,OTHER KIND OF BLACK TEA,09023090
5398,0,26,337,Other Country Groups,OTHER BLACK TEA,09024000
5399,0,27,820,Gulf Cooperation Council,OTHER MACHINES FOR TESTING MATERIALS,90248000
5400,0,1,433,European Union,OTHER MACHINES FOR TESTING MATERIALS,90248000
5401,0,3,476,Gulf Cooperation Council,OTHER THERMOMETERS,90251900
5402,0,8,5214,Gulf Cooperation Council,OTHER FLOATING INSTRUMENTS,90258090
5403,0,2,546,European Union,OTHER FLOATING INSTRUMENTS,90258090
5404,0,4,1037,Gulf Cooperation Council,PARTS AND ACCESSORIES FOR FLOATING INSTRUMENTS,90259000
5405,0,29,3124,Gulf Cooperation Council,INSTRUMENTS FOR MEASURING THE FLOW OF LIQUIDS,90261000
5406,0,2,325,North America,INSTRUMENTS FOR MEASURING THE FLOW OF LIQUIDS,90261000
5407,0,2,562,European Union,INSTRUMENTS FOR MEASURING THE FLOW OF LIQUIDS,90261000
5408,0,31,5554,Gulf Cooperation Council,INSTRUMENTS FOR MEASURING OR CHECKING PRESSURE,90262000
5409,0,5,744,North America,INSTRUMENTS FOR MEASURING OR CHECKING PRESSURE,90262000
5410,0,3,1612,European Union,INSTRUMENTS FOR MEASURING OR CHECKING PRESSURE,90262000
5411,0,14,5778,Gulf Cooperation Council,OTHER INSTRUMENTS FOR MEASURING THE FLOW OF LIQUIDS,90268000
5412,0,1,567,European Union,OTHER INSTRUMENTS FOR MEASURING THE FLOW OF LIQUIDS,90268000
5413,0,21,9225,Gulf Cooperation Council,PARTS OF INSTRUMENTS FOR MEASURING THE FLOW OF LIQUIDS,90269000
5414,0,1,2937,"Asian not Arabic ,not Islamic",PARTS OF INSTRUMENTS FOR MEASURING THE FLOW OF LIQUIDS,90269000
5415,0,3,1611,North America,PARTS OF INSTRUMENTS FOR MEASURING THE FLOW OF LIQUIDS,90269000
5416,0,6,3515,European Union,PARTS OF INSTRUMENTS FOR MEASURING THE FLOW OF LIQUIDS,90269000
5417,0,2,556,Gulf Cooperation Council,GAS OR SMOKE ANALYSIS APPARATUS,90271000
5418,0,2,568,Gulf Cooperation Council,CHROMATOGRAPHS AND ELECTROPHORESIS INSTRUMENTS,90272000
5419,0,1,3916,North America,OTHER INSTRUMENTS AND APPARATUS USING OPTICAL RADIATION,90275000
5420,0,1,1326,European Union,OTHER INSTRUMENTS AND APPARATUS USING OPTICAL RADIATION,90275000
5421,0,2,2383,European Union,BLOOD TEST TOOLS AND DEVICES,90278010
5422,0,15,2474,Gulf Cooperation Council,OTHER INSTRUMENTS FOR CHEMICAL ANALYSIS AND THE LIKE,90278090
5423,0,1,1123,North America,OTHER INSTRUMENTS FOR CHEMICAL ANALYSIS AND THE LIKE,90278090
5424,0,2,1310,European Union,OTHER INSTRUMENTS FOR CHEMICAL ANALYSIS AND THE LIKE,90278090
5425,0,1,410,"Asian not Arabic ,not Islamic","Parts and accessories of products of heading 9027, other than for",90279010
5426,0,2,1171,Gulf Cooperation Council,"Other Parts and accessories of products of heading 9027, other th",90279090
5427,0,0,979,"Asian not Arabic ,not Islamic","Other Parts and accessories of products of heading 9027, other th",90279090
5428,0,1,1299,North America,"Other Parts and accessories of products of heading 9027, other th",90279090
5429,0,101,2453,European Union,WATER METERS,90282010
5430,0,0,666,European Union,SPEED INDICATORS AND TACHOMETERS; STROBOSCOPES,90292000
5431,0,9,8587,Gulf Cooperation Council,INSTRUMENTS FOR MEASURING OR DETECTING RADIATIONS,90301000
5432,0,1,1815,"Asian not Arabic ,not Islamic",INSTRUMENTS FOR MEASURING OR DETECTING RADIATIONS,90301000
5433,0,5,5091,North America,INSTRUMENTS FOR MEASURING OR DETECTING RADIATIONS,90301000
5434,0,1,932,European Union,INSTRUMENTS FOR MEASURING OR DETECTING RADIATIONS,90301000
5435,0,62,910,Gulf Cooperation Council,CATHODE-RAY OSCILLOSCOPES AND OSCILLOGRAPHS,90302000
5436,0,1,471,European Union,MULTIMETERS,90303100
5437,0,8,497,Gulf Cooperation Council,"Other, without a recording device",90303300
5438,0,42,9531,Gulf Cooperation Council,"OTHER INSTRUMENTS FOR MEASURING VOLTAGE, ETC.",90303900
5439,0,0,424,Other Arab League Countries,"OTHER INSTRUMENTS FOR MEASURING VOLTAGE, ETC.",90303900
5440,0,32,5705,Gulf Cooperation Council,OTHER INSTRUMENTS FOR TELECOMMUNICATIONS,90304000
5441,0,0,5628,North America,OTHER INSTRUMENTS FOR TELECOMMUNICATIONS,90304000
5442,0,14,3760,Gulf Cooperation Council,OTHER ELECTRICAL CHECKING DEVICES WITH RECORDER,90308900
5443,0,12,18383,Gulf Cooperation Council,Other Parts of instruments and appliances for measuring or checki,90309090
5444,0,11,824,"Asian not Arabic ,not Islamic",Other Parts of instruments and appliances for measuring or checki,90309090
5445,0,0,1417,Australia and Oceania,Other Parts of instruments and appliances for measuring or checki,90309090
5446,0,3,1730,North America,Other Parts of instruments and appliances for measuring or checki,90309090
5447,0,1,696,European Union,Other Parts of instruments and appliances for measuring or checki,90309090
5448,0,11,10269,Gulf Cooperation Council,OTHER INSTRUMENTS FOR CHECKING OR MEASURING,90318090
5449,0,0,343,Other Arab League Countries,OTHER INSTRUMENTS FOR CHECKING OR MEASURING,90318090
5450,0,2,1503,"Asian not Arabic ,not Islamic",OTHER INSTRUMENTS FOR CHECKING OR MEASURING,90318090
5451,0,0,1276,North America,OTHER INSTRUMENTS FOR CHECKING OR MEASURING,90318090
5452,0,86,8027,European Union,OTHER INSTRUMENTS FOR CHECKING OR MEASURING,90318090
5453,0,6,4193,Gulf Cooperation Council,"Other parts and supplies equipment, tools and machines for measur",90319090
5454,0,25,1545,Gulf Cooperation Council,OTHER AUTOMATIC REGULATING INSTRUMENTS,90328900
5455,0,5,5069,"Asian not Arabic ,not Islamic",OTHER AUTOMATIC REGULATING INSTRUMENTS,90328900
5456,0,0,3019,North America,OTHER AUTOMATIC REGULATING INSTRUMENTS,90328900
5457,0,13,1848,European Union,OTHER AUTOMATIC REGULATING INSTRUMENTS,90328900
5458,0,4,1140,European Union,PARTS FOR AUTOMATIC REGULATING INSTRUMENTS,90329000
5459,0,90,282,Other Country Groups,"PEPPER, CRUSHED OR GROUND",09041200
5460,0,4,79,Other Country Groups,VANILLA,09052000
5461,0,61,407,Other Country Groups,Cinnamon (Cinnamomum zeylanicum Blume),09061100
5462,0,22,167,Other Country Groups,Other Cinnamon Tree Blossoms And Cinnamon,09061900
5463,0,5,66,Other Country Groups,"CLOVES (WHOLE FRUIT, CLOVES AND STEMS)",09071000
5464,0,4,58,Other Country Groups,CARDAMOMS,09083200
5465,0,20,57,Other Country Groups,SEEDS OF CORIANDER,09092100
5466,0,77,429,Other Country Groups,SEEDS OF CORIANDER,09092200
5467,0,36,219,Other Country Groups,SEEDS OF CUMIN,09093100
5468,0,3,24,Other Country Groups,SEEDS OF CUMIN,09093200
5469,3184,0,14706,Gulf Cooperation Council,"WRISTWATCHES, BATTERY, PRECIOUS METAL, MECHANIC DISPLAY",91011100
5470,800,0,3147,"Asian not Arabic ,not Islamic","WRISTWATCHES, BATTERY, PRECIOUS METAL, MECHANIC DISPLAY",91011100
5471,2912,1,1942,Gulf Cooperation Council,"WRISTWATCHES, BATTERY, PRECIOUS METAL, OTHER DISPLAY",91011900
5472,1100,0,675,"Asian not Arabic ,not Islamic","WRISTWATCHES, BATTERY, PRECIOUS METAL, OTHER DISPLAY",91011900
5473,0,28,125,Other Country Groups,GINGER,09101200
5474,28841,3,7148,Gulf Cooperation Council,"OTHER WRISTWATCHES, PRECIOUS METAL, AUTOMATIC WINDING",91012100
5475,4126,0,2551,European Union,"OTHER WRISTWATCHES, PRECIOUS METAL, AUTOMATIC WINDING",91012100
5476,54,0,1547,Gulf Cooperation Council,"OTHER WRISTWATCHS, PRECIOUS METAL, NONAUTOMATIC WINDING",91012900
5477,2600,0,1513,"Asian not Arabic ,not Islamic","OTHER WRISTWATCHS, PRECIOUS METAL, NONAUTOMATIC WINDING",91012900
5478,17896,2,667,Gulf Cooperation Council,"WRIST-WATHES, ELECTRICALLY OPERATED WITH MECHANICAL DISPLAY ONLY",91021100
5479,16342,2,5359,"Asian not Arabic ,not Islamic","WRIST-WATHES, ELECTRICALLY OPERATED WITH MECHANICAL DISPLAY ONLY",91021100
5480,15007,2,341,Gulf Cooperation Council,"OTHER WRISTWATCHS, NONPRECIOUS METAL, AUTOMATIC WINDING",91022100
5481,18621,2,3376,"Asian not Arabic ,not Islamic","OTHER WRISTWATCHS, NONPRECIOUS METAL, AUTOMATIC WINDING",91022100
5482,92505,8,1873,Gulf Cooperation Council,"OTHER WRISTWATCHES, NOT PRECIOUS METAL, NOT AUTOMATIC",91022900
5483,16866,2,3590,"Asian not Arabic ,not Islamic","OTHER WRISTWATCHES, NOT PRECIOUS METAL, NOT AUTOMATIC",91022900
5484,0,45,329,Other Country Groups,MIXTURES OF SPICES,09109100
5485,0,30,138,Other Country Groups,B546Thyme; bay leaves,09109920
5486,0,36,230,Other Country Groups,Curry,09109930
5487,0,73,665,Other Country Groups,OTHERS SEEDS                                        (3),09109990
5488,0,2434,15679,Gulf Cooperation Council,UPHOLSTERED SEATS WITH WOODEN FRAMES,94016100
5489,0,1454,4927,Other Arab League Countries,UPHOLSTERED SEATS WITH WOODEN FRAMES,94016100
5490,0,373,1406,Islamic not Arabic countries,UPHOLSTERED SEATS WITH WOODEN FRAMES,94016100
5491,0,130,405,"Asian not Arabic ,not Islamic",UPHOLSTERED SEATS WITH WOODEN FRAMES,94016100
5492,0,178,938,"African not Arabic,not Islamic",UPHOLSTERED SEATS WITH WOODEN FRAMES,94016100
5493,0,441,3267,North America,UPHOLSTERED SEATS WITH WOODEN FRAMES,94016100
5494,0,302,1279,European Union,UPHOLSTERED SEATS WITH WOODEN FRAMES,94016100
5495,0,940,5811,Gulf Cooperation Council,"SEATS, NOT UPHOLSTERED, WITH WOODEN FRAMES",94016900
5496,0,1501,8543,Other Arab League Countries,"SEATS, NOT UPHOLSTERED, WITH WOODEN FRAMES",94016900
5497,0,1277,3678,Islamic not Arabic countries,"SEATS, NOT UPHOLSTERED, WITH WOODEN FRAMES",94016900
5498,0,1326,3538,"Asian not Arabic ,not Islamic","SEATS, NOT UPHOLSTERED, WITH WOODEN FRAMES",94016900
5499,0,244,787,"African not Arabic,not Islamic","SEATS, NOT UPHOLSTERED, WITH WOODEN FRAMES",94016900
5500,0,75,398,Gulf Cooperation Council,"OTHER SEATS WITH METAL FRMAES, UPHOLSTERED",94017190
5501,0,140,332,Other Arab League Countries,"OTHER SEATS WITH METAL FRMAES, UPHOLSTERED",94017190
5502,0,186,584,Other Arab League Countries,OTHER SEATS WITH METAL FRAMES NOT UPHOLSTERED,94017990
5503,0,117,786,"African not Arabic,not Islamic",OTHER SEATS WITH METAL FRAMES NOT UPHOLSTERED,94017990
5504,0,32,617,Gulf Cooperation Council,OTHER SEATS NOT ELSEWHERE INCLUDED,94018090
5505,0,92,1219,Gulf Cooperation Council,PARTS FOR SEATS,94019000
5506,0,17,520,Gulf Cooperation Council,DENTISTS' CHAIRS AND PARTS THEREOF,94021010
5507,0,76,904,Gulf Cooperation Council,OTHER CHAIRS SIMILAR TO DENTIST OR BARBER,94021090
5508,0,3,383,"Asian not Arabic ,not Islamic",OTHER CHAIRS SIMILAR TO DENTIST OR BARBER,94021090
5509,0,17,561,Gulf Cooperation Council,MEDICAL AND SURGICAL FURNITURE AND PARTS,94029010
5510,0,101,1694,Other Arab League Countries,MEDICAL AND SURGICAL FURNITURE AND PARTS,94029010
5511,0,65,1209,Gulf Cooperation Council,OTHER VETERINARY OR MEDICAL FURNITURE NOT ELSEWHERE,94029090
5512,0,231,950,Other Arab League Countries,OTHER VETERINARY OR MEDICAL FURNITURE NOT ELSEWHERE,94029090
5513,0,85,921,Gulf Cooperation Council,"OFFICE DESKS, METAL",94031010
5514,0,55,381,Other Arab League Countries,"OFFICE DESKS, METAL",94031010
5515,0,343,2372,Gulf Cooperation Council,OTHER METAL OFFICE FURNITURE,94031090
5516,0,94,457,Other Arab League Countries,OTHER METAL OFFICE FURNITURE,94031090
5517,0,54,346,"African not Arabic,not Islamic",OTHER METAL OFFICE FURNITURE,94031090
5518,0,88,848,Gulf Cooperation Council,"WARDROBES, METAL",94032010
5519,0,562,6095,Gulf Cooperation Council,OTHER METAL FURNITURE ALMONIOM,94032050
5520,0,128,489,Other Arab League Countries,OTHER METAL FURNITURE ALMONIOM,94032050
5521,0,468,3227,Gulf Cooperation Council,OTHER METAL FURNITURE,94032090
5522,0,19,2189,European Union,OTHER METAL FURNITURE,94032090
5523,0,323,1445,Gulf Cooperation Council,"OFFICE DESKS, WOOD",94033010
5524,0,399,4195,Gulf Cooperation Council,OTHER WOOD OFFICE FURNITURE,94033090
5525,0,239,1358,Other Arab League Countries,OTHER WOOD OFFICE FURNITURE,94033090
5526,0,39,876,Islamic not Arabic countries,OTHER WOOD OFFICE FURNITURE,94033090
5527,0,45,500,Gulf Cooperation Council,WOODEN CUPBOARDS FOR POTS AND TABLEWARE,94034010
5528,0,102,423,Other Arab League Countries,WOODEN CUPBOARDS FOR POTS AND TABLEWARE,94034010
5529,0,241,764,"Asian not Arabic ,not Islamic",WOODEN CUPBOARDS FOR POTS AND TABLEWARE,94034010
5530,0,116,1535,Gulf Cooperation Council,"WOODEN DINING ROOM SETS, COMPLETE",94034020
5531,0,177,1629,Gulf Cooperation Council,OTHER WOOD KITCHEN FURNITURE,94034090
5532,0,929,6784,Gulf Cooperation Council,"WOODEN BEDROOM SETS, COMPLETE",94035010
5533,0,2321,8074,Other Arab League Countries,"WOODEN BEDROOM SETS, COMPLETE",94035010
5534,0,771,2779,Islamic not Arabic countries,"WOODEN BEDROOM SETS, COMPLETE",94035010
5535,0,1187,4200,"Asian not Arabic ,not Islamic","WOODEN BEDROOM SETS, COMPLETE",94035010
5536,0,557,2639,"African not Arabic,not Islamic","WOODEN BEDROOM SETS, COMPLETE",94035010
5537,0,50,385,European Union,"WOODEN BEDROOM SETS, COMPLETE",94035010
5538,0,240,1529,Gulf Cooperation Council,"WARDROBES, WOOD",94035020
5539,0,613,1534,Other Arab League Countries,"WARDROBES, WOOD",94035020
5540,0,1513,14754,Gulf Cooperation Council,OTHER WOODEN BEDROOM FURNITURE,94035090
5541,0,3552,12712,Other Arab League Countries,OTHER WOODEN BEDROOM FURNITURE,94035090
5542,0,5867,28566,Islamic not Arabic countries,OTHER WOODEN BEDROOM FURNITURE,94035090
5543,0,1202,5239,"Asian not Arabic ,not Islamic",OTHER WOODEN BEDROOM FURNITURE,94035090
5544,0,667,2366,"African not Arabic,not Islamic",OTHER WOODEN BEDROOM FURNITURE,94035090
5545,0,21,326,North America,OTHER WOODEN BEDROOM FURNITURE,94035090
5546,0,97,596,European Union,OTHER WOODEN BEDROOM FURNITURE,94035090
5547,0,33,391,European Union,"WALL CABINETS (FIRST AID KITS), WOOD",94036030
5548,0,1002,10863,Gulf Cooperation Council,OTHER WOODEN FURNITURE,94036090
5549,0,1455,3688,Other Arab League Countries,OTHER WOODEN FURNITURE,94036090
5550,0,34,580,North America,OTHER WOODEN FURNITURE,94036090
5551,0,3,576,European Union,FURNITURE OF PLASTICS,94037000
5552,0,73,343,Gulf Cooperation Council,PARTS FOR FURNITURE,94039000
5553,0,310,1826,Other Arab League Countries,PARTS FOR FURNITURE,94039000
5554,0,42,397,"Asian not Arabic ,not Islamic",PARTS FOR FURNITURE,94039000
5555,0,121,452,"African not Arabic,not Islamic",PARTS FOR FURNITURE,94039000
5556,0,236,3722,Gulf Cooperation Council,SPRING MATTRESSES OF CELLULAR RUBBER OR PLASTICS,94042110
5557,0,166,776,Other Arab League Countries,SPRING MATTRESSES OF CELLULAR RUBBER OR PLASTICS,94042110
5558,0,54,634,Islamic not Arabic countries,SPRING MATTRESSES OF CELLULAR RUBBER OR PLASTICS,94042110
5559,0,5,348,European Union,SPRING MATTRESSES OF CELLULAR RUBBER OR PLASTICS,94042110
5560,0,2945,25848,Gulf Cooperation Council,OTHER MATTRESSES OF CELLULAR RUBBER OR PLASTICS,94042190
5561,0,557,2806,Other Arab League Countries,OTHER MATTRESSES OF CELLULAR RUBBER OR PLASTICS,94042190
5562,0,70,579,Gulf Cooperation Council,SPRING MATTRESSES OF OTHER MATERIALS,94042910
5563,0,55,491,Other Arab League Countries,SPRING MATTRESSES OF OTHER MATERIALS,94042910
5564,0,387,2485,Gulf Cooperation Council,OTHER MATTRESSES OF OTHER MATERIALS,94042990
5565,0,104,1462,Other Arab League Countries,OTHER MATTRESSES OF OTHER MATERIALS,94042990
5566,0,103,959,Gulf Cooperation Council,QUILTS,94049010
5567,0,188,1004,Other Arab League Countries,QUILTS,94049010
5568,0,72,667,"African not Arabic,not Islamic",QUILTS,94049010
5569,0,136,1430,Gulf Cooperation Council,PILLOWS,94049020
5570,0,221,1238,Other Arab League Countries,PILLOWS,94049020
5571,0,1030,2983,Other Arab League Countries,CUSHIONS AND PUFF SEATS,94049030
5572,0,98,1686,Gulf Cooperation Council,"SET COMPASED OF STUFFED QUILT,BED SHEET AND PILLOW-CASE",94049040
5573,0,29,303,Other Arab League Countries,"SET COMPASED OF STUFFED QUILT,BED SHEET AND PILLOW-CASE",94049040
5574,0,411,3827,Gulf Cooperation Council,OTHER ARTICLES OF BEDDING,94049090
5575,0,497,1635,Other Arab League Countries,OTHER ARTICLES OF BEDDING,94049090
5576,0,215,3800,Gulf Cooperation Council,CHANDELIERS AND OTHER ELECTRIC CEILING OR WALL FITTINGS,94051000
5577,0,120,1218,Other Arab League Countries,CHANDELIERS AND OTHER ELECTRIC CEILING OR WALL FITTINGS,94051000
5578,0,12,326,European Union,CHANDELIERS AND OTHER ELECTRIC CEILING OR WALL FITTINGS,94051000
5579,0,166,4019,Gulf Cooperation Council,"ELECTRIC TABLE, DESK, BED OR FLOOR LAMPS",94052000
5580,0,214,1543,Other Arab League Countries,"ELECTRIC TABLE, DESK, BED OR FLOOR LAMPS",94052000
5581,0,137,1968,"African not Arabic,not Islamic","ELECTRIC TABLE, DESK, BED OR FLOOR LAMPS",94052000
5582,0,333,6843,Gulf Cooperation Council,LAMPS FOR EXTERNAL LIGHTING,94054010
5583,0,21,336,"African not Arabic,not Islamic",LAMPS FOR EXTERNAL LIGHTING,94054010
5584,0,283,6295,Gulf Cooperation Council,OTHER ELECTRIC LAMPS AND LIGHTING FIXTURES,94054090
5585,0,59,803,Other Arab League Countries,OTHER ELECTRIC LAMPS AND LIGHTING FIXTURES,94054090
5586,0,59,3976,European Union,OTHER ELECTRIC LAMPS AND LIGHTING FIXTURES,94054090
5587,0,42,3111,Gulf Cooperation Council,NON-ELECTRICAL LAMPS AND LIGHTING FITTINGS,94055000
5588,0,57,1251,Gulf Cooperation Council,"ILLUMINATED SIGNS, ILLUMINATED NAME-PLATES AND THE LIKE",94056000
