,Quantity/Units,Weight(Tons),Value(million SAR),Country Group,Commodity,Commodity Code
311,0,184,415,Gulf Cooperation Council,"APPLES, DRIED",08133000
312,0,216,574,Gulf Cooperation Council,"PEARS, DRIED",08134030
313,0,1270,4549,Gulf Cooperation Council,OTHER DRIED FRUIT,08134090
314,0,334,2505,Gulf Cooperation Council,"UNROASTED COFFEE, NOT DECAFFEINATED",09011100
315,0,1281,6271,Other Arab League Countries,"UNROASTED COFFEE, NOT DECAFFEINATED",09011100
316,0,438,4089,Gulf Cooperation Council,"UNROASTED COFFEE, DECAFFEINATED",09011200
317,0,20,419,Other Arab League Countries,"ROASTED COFFEE, NOT DECAFFEINATED",09012100
318,0,128,896,European Union,"ROASTED COFFEE, NOT DECAFFEINATED",09012100
319,0,75,552,Gulf Cooperation Council,"ROASTED COFFEE, DECAFFEINATED",09012200
320,0,745,15875,Gulf Cooperation Council,OTHER TOASTED COFFEE,09019000
321,0,66,428,Other Arab League Countries,OTHER TOASTED COFFEE,09019000
322,0,183,924,Islamic not Arabic countries,OTHER TOASTED COFFEE,09019000
323,0,27,375,"Asian not Arabic ,not Islamic","GREEN TEA IN IMMEDIATE PACKINGS, 3 KGS OR LESS",09021000
324,0,15,588,Gulf Cooperation Council,OTHER GREEN TEA,09022000
325,0,43,322,"Asian not Arabic ,not Islamic",OTHER GREEN TEA,09022000
326,0,167,4764,Gulf Cooperation Council,TEA BAGS,09023010
327,0,834,27921,Other Arab League Countries,TEA BAGS,09023010
328,0,46,498,"African not Arabic,not Islamic",TEA BAGS,09023010
329,0,366,13282,Gulf Cooperation Council,OTHER KIND OF BLACK TEA,09023090
330,0,82,2033,Other Arab League Countries,OTHER KIND OF BLACK TEA,09023090
331,0,36,1235,Gulf Cooperation Council,OTHER BLACK TEA,09024000
332,0,477,9580,Other Arab League Countries,OTHER BLACK TEA,09024000
333,0,164,1084,Gulf Cooperation Council,"PEPPER, NEITHER CRUSHED NOR GROUND",09041100
334,0,240,1341,Other Arab League Countries,"PEPPER, NEITHER CRUSHED NOR GROUND",09041100
335,0,282,1343,Gulf Cooperation Council,"PEPPER, CRUSHED OR GROUND",09041200
336,0,434,1085,Other Arab League Countries,"PEPPER, CRUSHED OR GROUND",09041200
337,0,284,1681,Other Arab League Countries,VANILLA,09052000
338,0,52,340,Other Arab League Countries,Cinnamon (Cinnamomum zeylanicum Blume),09061100
339,0,100,375,"Asian not Arabic ,not Islamic",Cinnamon (Cinnamomum zeylanicum Blume),09061100
340,0,56,837,Other Arab League Countries,Other Cinnamon Tree Blossoms And Cinnamon,09061900
341,0,39,933,Gulf Cooperation Council,"CLOVES (WHOLE FRUIT, CLOVES AND STEMS)",09071000
342,0,33,430,Other Arab League Countries,"CLOVES (WHOLE FRUIT, CLOVES AND STEMS)",09071000
343,0,246,4926,Gulf Cooperation Council,CARDAMOMS,09083100
344,0,151,2950,Other Arab League Countries,CARDAMOMS,09083100
345,0,21,505,"Asian not Arabic ,not Islamic",CARDAMOMS,09083100
346,0,65,764,Gulf Cooperation Council,CARDAMOMS,09083200
347,0,98,376,Gulf Cooperation Council,SEEDS OF CORIANDER,09092100
348,0,89,506,Other Arab League Countries,SEEDS OF CORIANDER,09092100
349,0,87,476,Other Arab League Countries,SEEDS OF CORIANDER,09092200
350,0,218,1585,Other Arab League Countries,SEEDS OF CUMIN,09093100
351,0,143,1150,Other Arab League Countries,SEEDS OF CUMIN,09093200
352,0,138,301,Gulf Cooperation Council,GINGER,09101100
353,0,343,1832,Other Arab League Countries,GINGER,09101100
354,0,61,484,Other Arab League Countries,GINGER,09101200
355,0,72,798,Gulf Cooperation Council,MIXTURES OF SPICES,09109100
356,0,219,1616,Other Arab League Countries,MIXTURES OF SPICES,09109100
357,0,30,902,Islamic not Arabic countries,MIXTURES OF SPICES,09109100
358,0,200,734,Other Arab League Countries,B546Thyme; bay leaves,09109920
359,0,108,636,Islamic not Arabic countries,Curry,09109930
360,0,144,1659,Gulf Cooperation Council,OTHERS SEEDS                                        (3),09109990
361,0,4461,73682,Other Arab League Countries,OTHERS SEEDS                                        (3),09109990
362,0,111,930,Islamic not Arabic countries,OTHERS SEEDS                                        (3),09109990
363,0,48,567,"African not Arabic,not Islamic",OTHERS SEEDS                                        (3),09109990
364,0,691,3108,Other Arab League Countries,RICE IN THE HUSK (PADDY OR ROUGH),10061000
365,0,232,773,"African not Arabic,not Islamic",RICE IN THE HUSK (PADDY OR ROUGH),10061000
366,0,169,953,European Union,RICE IN THE HUSK (PADDY OR ROUGH),10061000
367,0,239,1271,Gulf Cooperation Council,HUSKED (BROWN) RICE,10062000
368,0,992,3337,Other Arab League Countries,HUSKED (BROWN) RICE,10062000
369,0,144,332,"African not Arabic,not Islamic",HUSKED (BROWN) RICE,10062000
370,0,6392,25550,Gulf Cooperation Council,SIMI-MILLED OR WHOLLY MILLED RICE WHETHER OR NOTPOLISHED OR GLAZE,10063000
371,0,3350,8263,Other Arab League Countries,SIMI-MILLED OR WHOLLY MILLED RICE WHETHER OR NOTPOLISHED OR GLAZE,10063000
372,0,134,409,Islamic not Arabic countries,SIMI-MILLED OR WHOLLY MILLED RICE WHETHER OR NOTPOLISHED OR GLAZE,10063000
373,0,124,353,"African not Arabic,not Islamic",SIMI-MILLED OR WHOLLY MILLED RICE WHETHER OR NOTPOLISHED OR GLAZE,10063000
374,8,4,10,Other Country Groups,HORSES FOR SPORT,01012910
375,295,30,295,Other Country Groups,OTHER SHEEP,01041090
376,45,14,880,Other Country Groups,Camels for sport and beauty contests,01061320
377,0,188,818,Other Arab League Countries,OTHER FLOUR,11029090
378,0,6028,8243,Other Arab League Countries,MEAL OF MAIZE,11031320
379,0,107,1295,Gulf Cooperation Council,ROLLED OR FLAKED GRAINS OF OATS,11041200
380,0,46,350,Other Arab League Countries,ROLLED OR FLAKED GRAINS OF OATS,11041200
381,0,531,1404,Other Arab League Countries,FLOUR OF OTHER DRIED LEGUMES,11061019
382,0,240,557,Islamic not Arabic countries,FLOUR OF OTHER DRIED LEGUMES,11061019
383,0,167,566,"African not Arabic,not Islamic",FLOUR OF OTHER DRIED LEGUMES,11061019
384,0,81,345,Other Arab League Countries,"FLOUR, MEAL AND POWDER OF DATES",11063030
385,0,2825,6554,Gulf Cooperation Council,MAIZE (CORN) STARCH,11081200
386,0,3580,6634,Other Arab League Countries,MAIZE (CORN) STARCH,11081200
387,0,122,415,"Asian not Arabic ,not Islamic",GROUND NUTS IN SHELL,12024100
388,0,50,311,Gulf Cooperation Council,SHELLED GROUND NUTS,12024200
389,0,95,321,"Asian not Arabic ,not Islamic",SHELLED GROUND NUTS,12024200
390,0,50,1585,Gulf Cooperation Council,LUCERNE (ALFALFA) SEED,12092100
391,0,50,1276,Other Arab League Countries,LUCERNE (ALFALFA) SEED,12092100
392,0,25,810,Islamic not Arabic countries,LUCERNE (ALFALFA) SEED,12092100
393,0,52,1924,North America,LUCERNE (ALFALFA) SEED,12092100
394,0,5,692,Islamic not Arabic countries,GINSENG ROOTS,12112000
395,0,204,1010,Other Arab League Countries,BLACK CARAWAY (NIGELLA SATIVA),12119010
396,0,88,423,Other Arab League Countries,"CHIPS AND PIECES OF ALOESWOOD, AND OTHER AROMATIC WOODS",12119030
397,0,62,725,Other Arab League Countries,CLEANING STICKS FOR TEETH                           (3),12119070
398,0,124,1083,Islamic not Arabic countries,GUM RESINS,13019091
399,0,307,6702,Gulf Cooperation Council,TAHINAH (SESAME JUICE),13021930
400,0,92,333,Other Arab League Countries,TAHINAH (SESAME JUICE),13021930
401,0,50,433,European Union,TAHINAH (SESAME JUICE),13021930
402,0,5,913,Gulf Cooperation Council,OTHER MEDICAL EXTRACTS,13021970
403,0,42,883,Gulf Cooperation Council,OTHER EXTRACTS,13021990
404,0,274,574,Gulf Cooperation Council,OTHER PLAITING MATERIALS,14019090
405,0,62,618,Islamic not Arabic countries,Henna for dyeing or tanning,14049020
406,0,51,487,Islamic not Arabic countries,OTHER VEGETABLE PRODUCTS NOT ELSEWHERE CLASSIFIED,14049090
407,0,1034,1487,"Asian not Arabic ,not Islamic",POULTRY FATS,15019000
408,0,57600,185748,Gulf Cooperation Council,CRUDE SOYA-BEAN OIL,15071000
409,0,5000,14778,"Asian not Arabic ,not Islamic",CRUDE SOYA-BEAN OIL,15071000
410,0,16118,62030,Other Arab League Countries,OTHER SOYA-BEAN OIL,15079000
411,0,181,1615,Other Arab League Countries,VIRGIN OLIVE OIL,15091000
412,0,35,558,Gulf Cooperation Council,OTHER OLIVE OIL,15099000
413,0,11964,124345,Gulf Cooperation Council,OTHER PALM OIL,15119000
414,0,5693,22331,Other Arab League Countries,OTHER PALM OIL,15119000
415,0,1846,16266,Gulf Cooperation Council,OTHER SUNFLOWER SEED OR SAFFLOWER OIL,15121900
416,0,14266,91127,Other Arab League Countries,OTHER SUNFLOWER SEED OR SAFFLOWER OIL,15121900
417,0,245,2392,Gulf Cooperation Council,OTHER COTTONSEED OIL,15122900
418,0,19,621,Other Arab League Countries,OTHER COCONUT OIL,15131900
419,0,2637,1505,Islamic not Arabic countries,OTHER COCONUT OIL,15131900
420,0,814,2291,European Union,OTHER COCONUT OIL,15131900
421,0,163,1898,Gulf Cooperation Council,OTHER LINSEED OIL,15151900
422,0,46,357,Other Arab League Countries,OTHER LINSEED OIL,15151900
423,0,198,447,European Union,OTHER LINSEED OIL,15151900
424,0,9215,87927,Gulf Cooperation Council,OTHER CORN OIL,15152900
425,0,24695,197602,Other Arab League Countries,OTHER CORN OIL,15152900
426,0,4200,37299,Gulf Cooperation Council,OTHER FIXED VEGETABLE OILS,15159000
427,0,638,4022,Other Arab League Countries,OTHER FIXED VEGETABLE OILS,15159000
428,0,214,758,Other Arab League Countries,"ANIMAL FATS AND OILS, HYDROGENATED, ETC.",15161000
429,0,663,1103,Islamic not Arabic countries,"ANIMAL FATS AND OILS, HYDROGENATED, ETC.",15161000
430,0,410,976,"Asian not Arabic ,not Islamic","ANIMAL FATS AND OILS, HYDROGENATED, ETC.",15161000
431,0,139,1459,Gulf Cooperation Council,"VEGETABLE FATS AND OILS, HYDROGENATED, ETC.",15162000
432,0,3089,19700,Other Arab League Countries,"VEGETABLE FATS AND OILS, HYDROGENATED, ETC.",15162000
433,0,4657,14437,Islamic not Arabic countries,"VEGETABLE FATS AND OILS, HYDROGENATED, ETC.",15162000
434,0,3049,2513,"Asian not Arabic ,not Islamic","VEGETABLE FATS AND OILS, HYDROGENATED, ETC.",15162000
435,0,31317,20565,European Union,"VEGETABLE FATS AND OILS, HYDROGENATED, ETC.",15162000
436,0,75,746,Gulf Cooperation Council,MARGARINE OF VEGETABLE ORIGIN,15171020
437,0,54,680,Gulf Cooperation Council,OTHER MIXTURES OF ANIMAL OR VEGETABLE FATS OR OILS,15179090
438,0,4129,4413,"Asian not Arabic ,not Islamic","ANIMAL OR VEGETABLE OILS, BOILED, OXIDIZED, ETC.",15180020
439,0,2519,1511,European Union,"ANIMAL OR VEGETABLE OILS, BOILED, OXIDIZED, ETC.",15180020
440,0,5505,5621,European Union,RESIDUES FROM THE TREATMENT OF FATTY SUBSTANCES,15220020
441,0,62,1266,Gulf Cooperation Council,SAUSAGES AND THE LIKE PACKED IN SEALED CONTAINERS,16010020
442,0,33,406,Other Arab League Countries,SAUSAGES AND THE LIKE PACKED IN SEALED CONTAINERS,16010020
443,0,2243,54684,Gulf Cooperation Council,SAUSAGES FROM MEAT & BOWELS                         (3),16010090
444,0,41,635,Other Arab League Countries,SAUSAGES FROM MEAT & BOWELS                         (3),16010090
445,0,984,19594,Gulf Cooperation Council,OTHER HOMOGENIZED MEAT PREPARATIONS,16021090
446,0,160,790,Other Arab League Countries,OTHER HOMOGENIZED MEAT PREPARATIONS,16021090
447,0,16,611,Gulf Cooperation Council,PREPARED TURKEY MEAT,16023100
448,0,502,7403,Gulf Cooperation Council,PREPARED TURKEY MEAT,16023200
449,0,853,8561,Other Arab League Countries,PREPARED TURKEY MEAT,16023200
450,0,82,551,South America,PREPARED TURKEY MEAT,16023200
451,0,4485,99043,Gulf Cooperation Council,OTHER PREPARED MEAT( CHICKENS),16023900
452,0,694,9871,Other Arab League Countries,OTHER PREPARED MEAT( CHICKENS),16023900
453,0,1030,3159,"Asian not Arabic ,not Islamic",OTHER PREPARED MEAT( CHICKENS),16023900
454,0,1128,3898,"African not Arabic,not Islamic",OTHER PREPARED MEAT( CHICKENS),16023900
455,0,32,392,Other Arab League Countries,PASTRAMI FOR BOVINE,16025010
456,0,5406,92767,Gulf Cooperation Council,OTHER BOVINE CANNED MEATS,16025090
457,0,3509,35738,Other Arab League Countries,OTHER BOVINE CANNED MEATS,16025090
458,0,48,1168,Gulf Cooperation Council,FOODSTUFF PREPARATIONS MORE THAN 20% MEAT,16029010
459,0,1902,37709,Gulf Cooperation Council,OTHER PREPARED OR PRESERVED MEATS,16029090
460,0,915,6005,Other Arab League Countries,OTHER PREPARED OR PRESERVED MEATS,16029090
461,0,83,1536,Gulf Cooperation Council,"TUNAS, PRESERVED",16041400
462,0,65,474,Other Arab League Countries,"TUNAS, PRESERVED",16041400
463,0,224,2537,Other Arab League Countries,"MACKEREL, PRESERVED",16041500
464,0,102,2085,Gulf Cooperation Council,"OTHER WHOLE FISH, PRESERVED",16041900
465,0,116,1057,Other Arab League Countries,"OTHER WHOLE FISH, PRESERVED",16041900
466,0,24,576,Other Arab League Countries,OTHER PREPARED OR PRESERVED FISH,16042000
467,0,501,1313,Gulf Cooperation Council,OTHER BEET SUGAR,17011290
468,0,368,799,Other Arab League Countries,OTHER BEET SUGAR,17011290
469,0,88721,187094,Other Arab League Countries,OTHER CANE SUGAR,17011390
470,0,88,2033,Gulf Cooperation Council,SUGAR CONTAINING ADDED FLAVORING OR COLORING,17019100
471,0,25251,57375,Gulf Cooperation Council,REFINED SUGAR CRYSTALS,17019911
472,0,57472,122779,Other Arab League Countries,REFINED SUGAR CRYSTALS,17019911
473,0,1604,2798,"African not Arabic,not Islamic",REFINED SUGAR CRYSTALS,17019911
474,0,119,1123,Gulf Cooperation Council,REFINED SUGAR MOULDS,17019912
475,0,35,353,Other Arab League Countries,REFINED SUGAR MOULDS,17019912
476,0,5386,12252,Gulf Cooperation Council,CASTOR SUGAR,17019913
477,0,19688,37045,Other Arab League Countries,CASTOR SUGAR,17019913
478,0,12258,21485,"African not Arabic,not Islamic",CASTOR SUGAR,17019913
479,0,26731,63678,Gulf Cooperation Council,OTHER OF SUGER,17019990
480,0,45889,95257,Other Arab League Countries,OTHER OF SUGER,17019990
481,0,3204,5292,Islamic not Arabic countries,OTHER OF SUGER,17019990
482,0,309,689,"Asian not Arabic ,not Islamic",OTHER OF SUGER,17019990
483,0,52511,100944,"African not Arabic,not Islamic",OTHER OF SUGER,17019990
484,0,45000,20448,European Union,OTHER OF SUGER,17019990
485,0,380,837,Gulf Cooperation Council,OTHER OF LACTOSE AND LACTOSE LIQUID.,17021900
486,0,775,9769,Other Arab League Countries,OTHER OF LACTOSE AND LACTOSE LIQUID.,17021900
487,0,797,8029,Islamic not Arabic countries,OTHER OF LACTOSE AND LACTOSE LIQUID.,17021900
488,0,20,374,"African not Arabic,not Islamic",OTHER OF LACTOSE AND LACTOSE LIQUID.,17021900
489,0,28,420,North America,OTHER OF LACTOSE AND LACTOSE LIQUID.,17021900
490,0,863,1749,Gulf Cooperation Council,"GLUCOSE AND GLUCOSE SYRUP, NOT 20% FRUCTOSE",17023000
491,0,1055,2433,Other Arab League Countries,"GLUCOSE AND GLUCOSE SYRUP, NOT 20% FRUCTOSE",17023000
492,0,273,1946,Other Arab League Countries,ARTIFICIAL HONEY,17029070
493,0,192,781,Gulf Cooperation Council,OTHER SUGARS,17029090
494,0,120,747,Other Arab League Countries,OTHER SUGARS,17029090
495,0,0,473,South America,OTHER SUGARS,17029090
496,0,3132,35995,Gulf Cooperation Council,"CHEWING GUM, WHETHER OR NOT SUGAR-COATED",17041000
497,0,8155,42879,Other Arab League Countries,"CHEWING GUM, WHETHER OR NOT SUGAR-COATED",17041000
498,0,1178,12853,Islamic not Arabic countries,"CHEWING GUM, WHETHER OR NOT SUGAR-COATED",17041000
499,0,39,452,"Asian not Arabic ,not Islamic","CHEWING GUM, WHETHER OR NOT SUGAR-COATED",17041000
500,0,1341,6413,"African not Arabic,not Islamic","CHEWING GUM, WHETHER OR NOT SUGAR-COATED",17041000
501,0,15,368,North America,"CHEWING GUM, WHETHER OR NOT SUGAR-COATED",17041000
502,0,126,1061,Gulf Cooperation Council,"SWEETMEATS, DROPS AND BONBONS",17049010
503,0,231,1289,Other Arab League Countries,"SWEETMEATS, DROPS AND BONBONS",17049010
504,0,82,748,Gulf Cooperation Council,"TOFFEE (CARAMELS), TURKISH DELIGHTS, NOUGAT",17049020
505,0,1556,6443,Other Arab League Countries,"TOFFEE (CARAMELS), TURKISH DELIGHTS, NOUGAT",17049020
506,0,105,816,Islamic not Arabic countries,"TOFFEE (CARAMELS), TURKISH DELIGHTS, NOUGAT",17049020
507,0,120,491,"Asian not Arabic ,not Islamic","TOFFEE (CARAMELS), TURKISH DELIGHTS, NOUGAT",17049020
508,0,55,372,"African not Arabic,not Islamic","TOFFEE (CARAMELS), TURKISH DELIGHTS, NOUGAT",17049020
509,0,429,6739,Gulf Cooperation Council,HALAWA TAHINIAH,17049060
510,0,5786,22297,Other Arab League Countries,HALAWA TAHINIAH,17049060
511,0,25,437,Australia and Oceania,HALAWA TAHINIAH,17049060
512,0,75,509,European Union,HALAWA TAHINIAH,17049060
513,0,2241,29145,Gulf Cooperation Council,OTHER SUGAR CONFECTIONERY,17049090
514,0,3368,15413,Other Arab League Countries,OTHER SUGAR CONFECTIONERY,17049090
515,0,173,659,"Asian not Arabic ,not Islamic",OTHER SUGAR CONFECTIONERY,17049090
516,0,29,500,Other Arab League Countries,"COCOA POWDER, NOT CONTAINING ADDED SWEETENERS",18050000
517,0,295,3885,Gulf Cooperation Council,OTHER SWEETENED COCOA POWDER,18061090
518,0,245,1987,Other Arab League Countries,OTHER SWEETENED COCOA POWDER,18061090
519,0,279,7682,"Asian not Arabic ,not Islamic",OTHER SWEETENED COCOA POWDER,18061090
520,0,292,19881,Gulf Cooperation Council,CONFECTINERY PRODUCTS WITH  COCOA.BULK.,18062020
521,0,125,837,Other Arab League Countries,CONFECTINERY PRODUCTS WITH  COCOA.BULK.,18062020
522,0,34,987,European Union,CONFECTINERY PRODUCTS WITH  COCOA.BULK.,18062020
523,0,404,3293,Gulf Cooperation Council,OTHER BULK COCOA PRODUCTS,18062090
524,0,735,6974,Other Arab League Countries,OTHER BULK COCOA PRODUCTS,18062090
525,0,12,346,Islamic not Arabic countries,OTHER BULK COCOA PRODUCTS,18062090
526,0,272,2544,European Union,OTHER BULK COCOA PRODUCTS,18062090
527,0,286,4536,Gulf Cooperation Council,OTHERS KAKAOA,18063190
528,0,902,30826,Other Arab League Countries,OTHERS KAKAOA,18063190
529,0,153,2172,Gulf Cooperation Council,OTHERS KAKAOA,18063290
530,0,39,426,Gulf Cooperation Council,PRODUCTS.SUGER (THE SWEETNESS OF CANDY ) CONTINING COCOA,18069020
531,0,137,1432,Other Arab League Countries,PRODUCTS.SUGER (THE SWEETNESS OF CANDY ) CONTINING COCOA,18069020
532,0,614,6964,Gulf Cooperation Council,OTHER NON-BULK COCOA PRODUCTS,18069090
533,0,235,2008,Other Arab League Countries,OTHER NON-BULK COCOA PRODUCTS,18069090
534,0,106,515,Islamic not Arabic countries,OTHER NON-BULK COCOA PRODUCTS,18069090
535,0,125,2062,Other Arab League Countries,"BABY FOOD WITH MILK BASE, NO COCOA",19011010
536,0,4481,25824,Gulf Cooperation Council,OTHER BABY FOOD,19011090
537,0,42,325,Other Arab League Countries,"CEREAL AND FLOUR MIXES WITH FRUIT FLOUR, COCOA POWDER",19012010
538,0,172,1451,Gulf Cooperation Council,READY-MIXED DOUGHS OF CEREAL FLOUR,19012020
539,0,273,1075,Other Arab League Countries,READY-MIXED DOUGHS OF CEREAL FLOUR,19012020
540,0,1198,11717,Gulf Cooperation Council,OTHER CEREAL AND FLOUR MIXES,19012090
541,0,490,3340,Other Arab League Countries,OTHER CEREAL AND FLOUR MIXES,19012090
542,0,3610,54770,Gulf Cooperation Council,OTHER STARCH OR MALT EXTRACTS,19019090
543,0,2716,23443,Other Arab League Countries,OTHER STARCH OR MALT EXTRACTS,19019090
544,0,3429,28468,Gulf Cooperation Council,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITH EGGS",19021110
545,0,9477,63953,Other Arab League Countries,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITH EGGS",19021110
546,0,752,4582,Islamic not Arabic countries,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITH EGGS",19021110
547,0,1651,6843,"African not Arabic,not Islamic","MACARONI, VERMICELLI AND SIMILAR ITEMS WITH EGGS",19021110
548,0,140,917,European Union,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITH EGGS",19021110
549,0,538,5839,Gulf Cooperation Council,"EDIBLE PASTAS, FROZEN WITH EGGS",19021120
550,0,2226,15598,Other Arab League Countries,"EDIBLE PASTAS, FROZEN WITH EGGS",19021120
551,0,22,330,"African not Arabic,not Islamic","EDIBLE PASTAS, FROZEN WITH EGGS",19021120
552,0,87,454,Other Arab League Countries,"CHIPS OF POTATO FLOUR, MACRONI-SHAPED WITH EGGS",19021130
553,0,744,7076,Gulf Cooperation Council,OTHER UNCOOKED PASTA WITH EGGS,19021190
554,0,865,11242,Other Arab League Countries,OTHER UNCOOKED PASTA WITH EGGS,19021190
555,0,10584,93174,Gulf Cooperation Council,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITHOUT EGGS",19021910
556,0,26680,151701,Other Arab League Countries,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITHOUT EGGS",19021910
557,0,3320,37339,Gulf Cooperation Council,"EDIBLE PASTAS, FROZEN WITHOUT EGGS",19021920
558,0,789,5702,Other Arab League Countries,"EDIBLE PASTAS, FROZEN WITHOUT EGGS",19021920
559,0,27,495,Gulf Cooperation Council,"CHIPS OF POTATO FLOUR, MACRONI-SHAPED WITHOUT EGGS",19021930
560,0,105,1563,Other Arab League Countries,"CHIPS OF POTATO FLOUR, MACRONI-SHAPED WITHOUT EGGS",19021930
561,0,65,574,Islamic not Arabic countries,"CHIPS OF POTATO FLOUR, MACRONI-SHAPED WITHOUT EGGS",19021930
