,Quantity/Units,Weights (Tons),Value(1000 SAR),Country Name,Country Code,Description,Commodity Code,value in Millions
275,0,1329,15069,U.S.A,410,SOLID MILK NOT EXCEEDING 1% FAT FOR INDUSTRIAL PURPOSES,4021010,15.069
276,0,124,1311,FINLAND,510,SOLID MILK NOT EXCEEDING 1% FAT FOR INDUSTRIAL PURPOSES,4021010,1.311
277,0,219,2218,DENMARK,513,SOLID MILK NOT EXCEEDING 1% FAT FOR INDUSTRIAL PURPOSES,4021010,2.218
278,0,745,7223,GERMANY,517,SOLID MILK NOT EXCEEDING 1% FAT FOR INDUSTRIAL PURPOSES,4021010,7.223
279,0,114,1448,NETHERLANDS,518,SOLID MILK NOT EXCEEDING 1% FAT FOR INDUSTRIAL PURPOSES,4021010,1.448
280,0,159,1426,BELGIUM,519,SOLID MILK NOT EXCEEDING 1% FAT FOR INDUSTRIAL PURPOSES,4021010,1.426
281,0,288,1183,SPAIN,526,SOLID MILK NOT EXCEEDING 1% FAT FOR INDUSTRIAL PURPOSES,4021010,1.183
282,0,394,3570,Other Countries,997,SOLID MILK NOT EXCEEDING 1% FAT FOR INDUSTRIAL PURPOSES,4021010,3.57
283,0,5990,18009,KUWAIT,113,OTHER LOW FAT SOLID MILK,4021090,18.009
284,0,215,1613,NEW ZEALAND,313,OTHER LOW FAT SOLID MILK,4021090,1.613
285,0,336,2217,Other Countries,997,OTHER LOW FAT SOLID MILK,4021090,2.217
286,0,277,2761,JORDAN,112,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",4022110,2.761
287,0,490,4256,UNITED ARAB EMIRATES,120,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",4022110,4.256
288,0,899,9534,SINGAPORE,136,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",4022110,9.534
289,0,2455,27667,BELARUS,166,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",4022110,27.667
290,0,45152,550266,NEW ZEALAND,313,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",4022110,550.266
291,0,3267,38241,U.S.A,410,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",4022110,38.241
292,0,1200,10906,CANADA,411,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",4022110,10.906
293,0,500,6259,URUGUAY,441,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",4022110,6.259
294,0,850,10260,ARGENTINA,442,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",4022110,10.26
295,0,1245,12413,IRELAND,500,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",4022110,12.413
296,0,319,5495,SWITZERLAND,514,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",4022110,5.495
297,0,6818,72191,GERMANY,517,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",4022110,72.191
298,0,7393,80147,NETHERLANDS,518,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",4022110,80.147
299,0,5226,48355,BELGIUM,519,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",4022110,48.355
300,0,1293,13229,FRANCE,522,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",4022110,13.229
301,0,211,2283,TURKEY,525,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",4022110,2.283
302,0,4252,44436,POLAND,533,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",4022110,44.436
303,0,450,4517,LITHUANIA,543,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",4022110,4.517
304,0,688,4979,Other Countries,997,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",4022110,4.979
305,0,9956,145580,SULTANATE OF OMAN,119,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",4022190,145.58
306,0,29565,529819,UNITED ARAB EMIRATES,120,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",4022190,529.819
307,0,795,3348,MALAYSIA,135,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",4022190,3.348
308,0,174,1872,SINGAPORE,136,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",4022190,1.872
309,0,11740,138435,NEW ZEALAND,313,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",4022190,138.435
310,0,1489,17130,U.S.A,410,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",4022190,17.13
311,0,752,7191,CANADA,411,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",4022190,7.191
312,0,1775,15692,IRELAND,500,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",4022190,15.692
313,0,219,2178,FINLAND,510,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",4022190,2.178
314,0,69,1079,DENMARK,513,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",4022190,1.079
315,0,1965,19850,GERMANY,517,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",4022190,19.85
316,0,462,7237,NETHERLANDS,518,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",4022190,7.237
317,0,743,8211,BELGIUM,519,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",4022190,8.211
318,0,200,1879,UNITED KINGDOM,521,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",4022190,1.879
319,0,867,7900,FRANCE,522,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",4022190,7.9
320,0,241,2307,Other Countries,997,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",4022190,2.307
321,0,211,3274,SULTANATE OF OMAN,119,"SOLID SWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",4022910,3.274
322,0,316,1295,MALAYSIA,135,"SOLID SWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",4022910,1.295
323,0,205,2330,NEW ZEALAND,313,"SOLID SWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",4022910,2.33
324,0,748,7593,BELGIUM,519,"SOLID SWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",4022910,7.593
325,0,540,5369,LITHUANIA,543,"SOLID SWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",4022910,5.369
326,0,240,2524,Other Countries,997,"SOLID SWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",4022910,2.524
327,0,1741,5383,KUWAIT,113,OTHER SOLID SWEETENED MILK OVER 1% FAT,4022990,5.383
328,0,509,7347,SULTANATE OF OMAN,119,OTHER SOLID SWEETENED MILK OVER 1% FAT,4022990,7.347
329,0,473,5357,UNITED ARAB EMIRATES,120,OTHER SOLID SWEETENED MILK OVER 1% FAT,4022990,5.357
330,0,647,7811,NETHERLANDS,518,OTHER SOLID SWEETENED MILK OVER 1% FAT,4022990,7.811
331,0,7271,62460,SPAIN,526,OTHER SOLID SWEETENED MILK OVER 1% FAT,4022990,62.46
332,0,58,383,Other Countries,997,OTHER SOLID SWEETENED MILK OVER 1% FAT,4022990,0.383
333,0,945,8912,JORDAN,112,"OTHER MILK, UNSWEETENED",4029110,8.912
334,0,900,2808,KUWAIT,113,"OTHER MILK, UNSWEETENED",4029110,2.808
335,0,2166,10879,REPUBLIC OF YEMEN,115,"OTHER MILK, UNSWEETENED",4029110,10.879
336,0,1504,20603,SULTANATE OF OMAN,119,"OTHER MILK, UNSWEETENED",4029110,20.603
337,0,3075,23264,UNITED ARAB EMIRATES,120,"OTHER MILK, UNSWEETENED",4029110,23.264
338,0,1464,7959,MALAYSIA,135,"OTHER MILK, UNSWEETENED",4029110,7.959
339,0,524,5258,SINGAPORE,136,"OTHER MILK, UNSWEETENED",4029110,5.258
340,0,125,1114,BELARUS,166,"OTHER MILK, UNSWEETENED",4029110,1.114
341,0,3935,34882,NEW ZEALAND,313,"OTHER MILK, UNSWEETENED",4029110,34.882
342,0,193,1765,U.S.A,410,"OTHER MILK, UNSWEETENED",4029110,1.765
343,0,149,1603,IRELAND,500,"OTHER MILK, UNSWEETENED",4029110,1.603
344,0,175,1632,FINLAND,510,"OTHER MILK, UNSWEETENED",4029110,1.632
345,0,2241,18816,DENMARK,513,"OTHER MILK, UNSWEETENED",4029110,18.816
346,0,19343,189054,GERMANY,517,"OTHER MILK, UNSWEETENED",4029110,189.054
347,0,32152,238474,NETHERLANDS,518,"OTHER MILK, UNSWEETENED",4029110,238.474
348,0,1171,18999,BELGIUM,519,"OTHER MILK, UNSWEETENED",4029110,18.999
349,0,705,8271,UNITED KINGDOM,521,"OTHER MILK, UNSWEETENED",4029110,8.271
350,0,597,6361,FRANCE,522,"OTHER MILK, UNSWEETENED",4029110,6.361
351,0,359,3863,SPAIN,526,"OTHER MILK, UNSWEETENED",4029110,3.863
352,0,215,1392,POLAND,533,"OTHER MILK, UNSWEETENED",4029110,1.392
353,0,86,1446,LITHUANIA,543,"OTHER MILK, UNSWEETENED",4029110,1.446
354,0,99,1499,CZECH REPUBLIC,552,"OTHER MILK, UNSWEETENED",4029110,1.499
355,0,358,3495,Other Countries,997,"OTHER MILK, UNSWEETENED",4029110,3.495
356,0,150,23395,KUWAIT,113,"OTHER CREAM, UNSWEETENED",4029120,23.395
357,0,214,2116,BAHRAIN,116,"OTHER CREAM, UNSWEETENED",4029120,2.116
358,0,222,3674,SULTANATE OF OMAN,119,"OTHER CREAM, UNSWEETENED",4029120,3.674
359,0,20108,109314,UNITED ARAB EMIRATES,120,"OTHER CREAM, UNSWEETENED",4029120,109.314
360,0,147,1108,EGYPT,214,"OTHER CREAM, UNSWEETENED",4029120,1.108
361,0,173,1553,IRELAND,500,"OTHER CREAM, UNSWEETENED",4029120,1.553
362,0,1070,7782,DENMARK,513,"OTHER CREAM, UNSWEETENED",4029120,7.782
363,0,244,2465,GERMANY,517,"OTHER CREAM, UNSWEETENED",4029120,2.465
364,0,674,5155,NETHERLANDS,518,"OTHER CREAM, UNSWEETENED",4029120,5.155
365,0,239,3041,UNITED KINGDOM,521,"OTHER CREAM, UNSWEETENED",4029120,3.041
366,0,696,7927,FRANCE,522,"OTHER CREAM, UNSWEETENED",4029120,7.927
367,0,269,1204,TURKEY,525,"OTHER CREAM, UNSWEETENED",4029120,1.204
368,0,179,1279,SPAIN,526,"OTHER CREAM, UNSWEETENED",4029120,1.279
369,0,200,1416,Other Countries,997,"OTHER CREAM, UNSWEETENED",4029120,1.416
370,0,522,5077,JORDAN,112,"OTHER MILK, SWEETENED",4029910,5.077
371,0,818,2385,KUWAIT,113,"OTHER MILK, SWEETENED",4029910,2.385
372,0,2718,30940,SULTANATE OF OMAN,119,"OTHER MILK, SWEETENED",4029910,30.94
373,0,1997,23600,UNITED ARAB EMIRATES,120,"OTHER MILK, SWEETENED",4029910,23.6
374,0,1889,7766,MALAYSIA,135,"OTHER MILK, SWEETENED",4029910,7.766
375,0,200,2405,SINGAPORE,136,"OTHER MILK, SWEETENED",4029910,2.405
376,0,2662,22540,NEW ZEALAND,313,"OTHER MILK, SWEETENED",4029910,22.54
377,0,115,2398,U.S.A,410,"OTHER MILK, SWEETENED",4029910,2.398
378,0,561,7352,DENMARK,513,"OTHER MILK, SWEETENED",4029910,7.352
379,0,744,8759,GERMANY,517,"OTHER MILK, SWEETENED",4029910,8.759
380,0,3973,28848,NETHERLANDS,518,"OTHER MILK, SWEETENED",4029910,28.848
381,0,88,1004,UNITED KINGDOM,521,"OTHER MILK, SWEETENED",4029910,1.004
382,0,92,1865,FRANCE,522,"OTHER MILK, SWEETENED",4029910,1.865
383,0,2450,20888,SPAIN,526,"OTHER MILK, SWEETENED",4029910,20.888
384,0,287,1677,UKRAINE,544,"OTHER MILK, SWEETENED",4029910,1.677
385,0,590,4588,Other Countries,997,"OTHER MILK, SWEETENED",4029910,4.588
386,0,4219,26849,KUWAIT,113,"OTHER CREAM, SWEETENED",4029920,26.849
387,0,486,2835,UNITED ARAB EMIRATES,120,"OTHER CREAM, SWEETENED",4029920,2.835
388,0,159,1005,EGYPT,214,"OTHER CREAM, SWEETENED",4029920,1.005
389,0,118,1416,NEW ZEALAND,313,"OTHER CREAM, SWEETENED",4029920,1.416
390,0,9791,94039,DENMARK,513,"OTHER CREAM, SWEETENED",4029920,94.039
391,0,560,9369,GERMANY,517,"OTHER CREAM, SWEETENED",4029920,9.369
392,0,13588,148615,NETHERLANDS,518,"OTHER CREAM, SWEETENED",4029920,148.615
393,0,125,3428,BELGIUM,519,"OTHER CREAM, SWEETENED",4029920,3.428
394,0,137,1678,FRANCE,522,"OTHER CREAM, SWEETENED",4029920,1.678
395,0,126,1365,ITALY,523,"OTHER CREAM, SWEETENED",4029920,1.365
396,0,153,1410,SPAIN,526,"OTHER CREAM, SWEETENED",4029920,1.41
397,0,208,1875,Other Countries,997,"OTHER CREAM, SWEETENED",4029920,1.875
398,0,314,1625,SYRIA,110,LABNAH,4039010,1.625
399,0,126,1444,JORDAN,112,LABNAH,4039010,1.444
400,0,181,2363,UNITED ARAB EMIRATES,120,LABNAH,4039010,2.363
401,0,11364,141030,TURKEY,525,LABNAH,4039010,141.03
402,0,165,1372,HUNGARY,535,LABNAH,4039010,1.372
403,0,112,1063,Other Countries,997,LABNAH,4039010,1.063
404,0,371,6566,JORDAN,112,LABAN,4039020,6.566
405,0,625,7204,NEW ZEALAND,313,LABAN,4039020,7.204
406,0,784,8245,IRELAND,500,LABAN,4039020,8.245
407,0,298,2832,SWITZERLAND,514,LABAN,4039020,2.832
408,0,656,6878,GERMANY,517,LABAN,4039020,6.878
409,0,400,4174,NETHERLANDS,518,LABAN,4039020,4.174
410,0,1199,12484,BELGIUM,519,LABAN,4039020,12.484
411,0,405,3812,SPAIN,526,LABAN,4039020,3.812
412,0,198,2081,POLAND,533,LABAN,4039020,2.081
413,0,488,3798,Other Countries,997,LABAN,4039020,3.798
414,0,274,2106,JORDAN,112,WHEY,4041000,2.106
415,0,419,1593,MALAYSIA,135,WHEY,4041000,1.593
416,0,707,7064,NEW ZEALAND,313,WHEY,4041000,7.064
417,0,415,5815,U.S.A,410,WHEY,4041000,5.815
418,0,250,1017,FINLAND,510,WHEY,4041000,1.017
419,0,633,4965,GERMANY,517,WHEY,4041000,4.965
420,0,2608,11757,FRANCE,522,WHEY,4041000,11.757
421,0,542,1808,TURKEY,525,WHEY,4041000,1.808
422,0,833,3903,POLAND,533,WHEY,4041000,3.903
423,0,325,1196,UKRAINE,544,WHEY,4041000,1.196
424,0,1183,7932,Other Countries,997,WHEY,4041000,7.932
425,0,120,3420,AUSTRALIA,310,OTHER WHEY,4049000,3.42
426,0,1544,37144,NEW ZEALAND,313,OTHER WHEY,4049000,37.144
427,0,76,1496,U.S.A,410,OTHER WHEY,4049000,1.496
428,0,412,15467,DENMARK,513,OTHER WHEY,4049000,15.467
429,0,91,1158,SWITZERLAND,514,OTHER WHEY,4049000,1.158
430,0,49,1172,GERMANY,517,OTHER WHEY,4049000,1.172
431,0,36,1215,FRANCE,522,OTHER WHEY,4049000,1.215
432,0,554,13599,LITHUANIA,543,OTHER WHEY,4049000,13.599
433,0,91,1114,Other Countries,997,OTHER WHEY,4049000,1.114
434,0,81,1662,KUWAIT,113,BUTTER,4051000,1.662
435,0,176,1332,UNITED ARAB EMIRATES,120,BUTTER,4051000,1.332
436,0,659,8771,INDIA,131,BUTTER,4051000,8.771
437,0,283,1289,EGYPT,214,BUTTER,4051000,1.289
438,0,340,2062,AUSTRALIA,310,BUTTER,4051000,2.062
439,0,16452,283456,NEW ZEALAND,313,BUTTER,4051000,283.456
440,0,3076,44434,U.S.A,410,BUTTER,4051000,44.434
441,0,275,3630,URUGUAY,441,BUTTER,4051000,3.63
442,0,637,9559,ARGENTINA,442,BUTTER,4051000,9.559
443,0,2893,42200,IRELAND,500,BUTTER,4051000,42.2
444,0,711,10411,FINLAND,510,BUTTER,4051000,10.411
445,0,5554,126536,DENMARK,513,BUTTER,4051000,126.536
446,0,1312,21842,PORTUGAL,515,BUTTER,4051000,21.842
447,0,1737,28383,GERMANY,517,BUTTER,4051000,28.383
448,0,326,5604,NETHERLANDS,518,BUTTER,4051000,5.604
449,0,890,13453,BELGIUM,519,BUTTER,4051000,13.453
450,0,867,13298,UNITED KINGDOM,521,BUTTER,4051000,13.298
451,0,890,16617,FRANCE,522,BUTTER,4051000,16.617
452,0,76,1236,ITALY,523,BUTTER,4051000,1.236
453,0,3600,66654,LITHUANIA,543,BUTTER,4051000,66.654
454,0,182,1928,UKRAINE,544,BUTTER,4051000,1.928
455,0,435,3739,Other Countries,997,BUTTER,4051000,3.739
456,0,306,3453,SYRIA,110,GREASY MATERIALS DERIVED FROM MILK,4059000,3.453
457,0,178,4188,UNITED ARAB EMIRATES,120,GREASY MATERIALS DERIVED FROM MILK,4059000,4.188
458,0,1312,29791,INDIA,131,GREASY MATERIALS DERIVED FROM MILK,4059000,29.791
459,0,203,3738,MALAYSIA,135,GREASY MATERIALS DERIVED FROM MILK,4059000,3.738
460,0,7052,126188,NEW ZEALAND,313,GREASY MATERIALS DERIVED FROM MILK,4059000,126.188
461,0,213,3483,U.S.A,410,GREASY MATERIALS DERIVED FROM MILK,4059000,3.483
462,0,189,4643,DENMARK,513,GREASY MATERIALS DERIVED FROM MILK,4059000,4.643
463,0,89,2898,GERMANY,517,GREASY MATERIALS DERIVED FROM MILK,4059000,2.898
464,0,570,12520,NETHERLANDS,518,GREASY MATERIALS DERIVED FROM MILK,4059000,12.52
465,0,83,1868,BELGIUM,519,GREASY MATERIALS DERIVED FROM MILK,4059000,1.868
466,0,2648,61148,FRANCE,522,GREASY MATERIALS DERIVED FROM MILK,4059000,61.148
467,0,908,16722,POLAND,533,GREASY MATERIALS DERIVED FROM MILK,4059000,16.722
468,0,260,3045,Other Countries,997,GREASY MATERIALS DERIVED FROM MILK,4059000,3.045
469,0,1014,7841,SYRIA,110,FRESH CHEESE AND CURD,4061000,7.841
470,0,426,9170,JORDAN,112,FRESH CHEESE AND CURD,4061000,9.17
471,0,47,1070,UNITED ARAB EMIRATES,120,FRESH CHEESE AND CURD,4061000,1.07
472,0,11899,68032,EGYPT,214,FRESH CHEESE AND CURD,4061000,68.032
473,0,289,4193,AUSTRALIA,310,FRESH CHEESE AND CURD,4061000,4.193
474,0,1174,18701,NEW ZEALAND,313,FRESH CHEESE AND CURD,4061000,18.701
475,0,4024,55855,U.S.A,410,FRESH CHEESE AND CURD,4061000,55.855
476,0,715,10619,CANADA,411,FRESH CHEESE AND CURD,4061000,10.619
477,0,1188,16415,ARGENTINA,442,FRESH CHEESE AND CURD,4061000,16.415
478,0,2572,37152,IRELAND,500,FRESH CHEESE AND CURD,4061000,37.152
479,0,28166,243636,DENMARK,513,FRESH CHEESE AND CURD,4061000,243.636
480,0,356,4940,AUSTRIA,516,FRESH CHEESE AND CURD,4061000,4.94
481,0,2884,54108,GERMANY,517,FRESH CHEESE AND CURD,4061000,54.108
482,0,280,5299,NETHERLANDS,518,FRESH CHEESE AND CURD,4061000,5.299
483,0,314,5053,UNITED KINGDOM,521,FRESH CHEESE AND CURD,4061000,5.053
484,0,3062,43981,FRANCE,522,FRESH CHEESE AND CURD,4061000,43.981
485,0,464,11294,ITALY,523,FRESH CHEESE AND CURD,4061000,11.294
486,0,100,2372,GREECE,524,FRESH CHEESE AND CURD,4061000,2.372
487,0,3408,51110,TURKEY,525,FRESH CHEESE AND CURD,4061000,51.11
488,0,278,3983,SPAIN,526,FRESH CHEESE AND CURD,4061000,3.983
489,0,2721,63034,CYPRUS,531,FRESH CHEESE AND CURD,4061000,63.034
490,0,5563,61798,POLAND,533,FRESH CHEESE AND CURD,4061000,61.798
491,0,2391,26045,HUNGARY,535,FRESH CHEESE AND CURD,4061000,26.045
492,0,332,4707,BULGARIA,539,FRESH CHEESE AND CURD,4061000,4.707
493,0,362,1378,ROMANIA,540,FRESH CHEESE AND CURD,4061000,1.378
494,0,1538,16075,LITHUANIA,543,FRESH CHEESE AND CURD,4061000,16.075
495,0,1476,22549,CZECH REPUBLIC,552,FRESH CHEESE AND CURD,4061000,22.549
496,0,44,1310,"EUROPEAN UNION, N.E.S",950,FRESH CHEESE AND CURD,4061000,1.31
497,0,207,3178,Other Countries,997,FRESH CHEESE AND CURD,4061000,3.178
498,0,76,1093,JORDAN,112,GRATED OR POWDERED CHEESE,4062000,1.093
499,0,130,2178,NEW ZEALAND,313,GRATED OR POWDERED CHEESE,4062000,2.178
500,0,3495,57736,U.S.A,410,GRATED OR POWDERED CHEESE,4062000,57.736
501,0,275,5410,DENMARK,513,GRATED OR POWDERED CHEESE,4062000,5.41
502,0,70,1030,GERMANY,517,GRATED OR POWDERED CHEESE,4062000,1.03
503,0,115,2448,FRANCE,522,GRATED OR POWDERED CHEESE,4062000,2.448
504,0,195,2867,TURKEY,525,GRATED OR POWDERED CHEESE,4062000,2.867
505,0,381,4476,POLAND,533,GRATED OR POWDERED CHEESE,4062000,4.476
506,0,239,3581,HUNGARY,535,GRATED OR POWDERED CHEESE,4062000,3.581
507,0,331,4716,Other Countries,997,GRATED OR POWDERED CHEESE,4062000,4.716
508,0,238,2412,SYRIA,110,"PROCESSED CHEESE, NOT GRATED OR POWDERED",4063000,2.412
509,0,1967,37659,JORDAN,112,"PROCESSED CHEESE, NOT GRATED OR POWDERED",4063000,37.659
510,0,7605,199933,BAHRAIN,116,"PROCESSED CHEESE, NOT GRATED OR POWDERED",4063000,199.933
511,0,1457,20513,UNITED ARAB EMIRATES,120,"PROCESSED CHEESE, NOT GRATED OR POWDERED",4063000,20.513
512,0,463,9152,INDIA,131,"PROCESSED CHEESE, NOT GRATED OR POWDERED",4063000,9.152
513,0,329,6207,MOROCCO,210,"PROCESSED CHEESE, NOT GRATED OR POWDERED",4063000,6.207
514,0,359,3042,TUNISIA,212,"PROCESSED CHEESE, NOT GRATED OR POWDERED",4063000,3.042
515,0,9884,81801,EGYPT,214,"PROCESSED CHEESE, NOT GRATED OR POWDERED",4063000,81.801
516,0,568,11803,AUSTRALIA,310,"PROCESSED CHEESE, NOT GRATED OR POWDERED",4063000,11.803
517,0,63,1014,NEW ZEALAND,313,"PROCESSED CHEESE, NOT GRATED OR POWDERED",4063000,1.014
518,0,996,20014,U.S.A,410,"PROCESSED CHEESE, NOT GRATED OR POWDERED",4063000,20.014
519,0,72,1066,CANADA,411,"PROCESSED CHEESE, NOT GRATED OR POWDERED",4063000,1.066
520,0,164,2907,IRELAND,500,"PROCESSED CHEESE, NOT GRATED OR POWDERED",4063000,2.907
521,0,22384,357406,DENMARK,513,"PROCESSED CHEESE, NOT GRATED OR POWDERED",4063000,357.406
522,0,254,3036,AUSTRIA,516,"PROCESSED CHEESE, NOT GRATED OR POWDERED",4063000,3.036
523,0,309,4505,GERMANY,517,"PROCESSED CHEESE, NOT GRATED OR POWDERED",4063000,4.505
524,0,707,11301,NETHERLANDS,518,"PROCESSED CHEESE, NOT GRATED OR POWDERED",4063000,11.301
525,0,162,4022,BELGIUM,519,"PROCESSED CHEESE, NOT GRATED OR POWDERED",4063000,4.022
526,0,1822,34275,FRANCE,522,"PROCESSED CHEESE, NOT GRATED OR POWDERED",4063000,34.275
527,0,114,2720,ITALY,523,"PROCESSED CHEESE, NOT GRATED OR POWDERED",4063000,2.72
528,0,166,2424,TURKEY,525,"PROCESSED CHEESE, NOT GRATED OR POWDERED",4063000,2.424
529,0,150,1685,SPAIN,526,"PROCESSED CHEESE, NOT GRATED OR POWDERED",4063000,1.685
530,0,7192,137672,POLAND,533,"PROCESSED CHEESE, NOT GRATED OR POWDERED",4063000,137.672
531,0,96,1575,CZECH REPUBLIC,552,"PROCESSED CHEESE, NOT GRATED OR POWDERED",4063000,1.575
532,0,278,4161,Other Countries,997,"PROCESSED CHEESE, NOT GRATED OR POWDERED",4063000,4.161
533,0,142,1663,SYRIA,110,FRESH FERMENTED CREAM CHEESE,4069010,1.663
534,0,203,2531,JORDAN,112,FRESH FERMENTED CREAM CHEESE,4069010,2.531
535,0,144,3044,MOROCCO,210,FRESH FERMENTED CREAM CHEESE,4069010,3.044
536,0,2311,34765,EGYPT,214,FRESH FERMENTED CREAM CHEESE,4069010,34.765
537,0,190,2874,AUSTRALIA,310,FRESH FERMENTED CREAM CHEESE,4069010,2.874
538,0,356,3741,NEW ZEALAND,313,FRESH FERMENTED CREAM CHEESE,4069010,3.741
539,0,31,1159,U.S.A,410,FRESH FERMENTED CREAM CHEESE,4069010,1.159
540,0,73,1717,DENMARK,513,FRESH FERMENTED CREAM CHEESE,4069010,1.717
541,0,1010,20831,FRANCE,522,FRESH FERMENTED CREAM CHEESE,4069010,20.831
542,0,5131,107637,POLAND,533,FRESH FERMENTED CREAM CHEESE,4069010,107.637
543,0,198,3123,Other Countries,997,FRESH FERMENTED CREAM CHEESE,4069010,3.123
544,0,721,11622,BAHRAIN,116,SOLID OR SEMI-SOLID CHEESE,4069020,11.622
545,0,382,5074,UNITED ARAB EMIRATES,120,SOLID OR SEMI-SOLID CHEESE,4069020,5.074
546,0,551,5013,EGYPT,214,SOLID OR SEMI-SOLID CHEESE,4069020,5.013
547,0,9958,157391,NEW ZEALAND,313,SOLID OR SEMI-SOLID CHEESE,4069020,157.391
548,0,1052,14924,U.S.A,410,SOLID OR SEMI-SOLID CHEESE,4069020,14.924
549,0,2368,38300,IRELAND,500,SOLID OR SEMI-SOLID CHEESE,4069020,38.3
550,0,299,2580,DENMARK,513,SOLID OR SEMI-SOLID CHEESE,4069020,2.58
551,0,38,1772,SWITZERLAND,514,SOLID OR SEMI-SOLID CHEESE,4069020,1.772
552,0,136,1844,AUSTRIA,516,SOLID OR SEMI-SOLID CHEESE,4069020,1.844
553,0,205,2877,GERMANY,517,SOLID OR SEMI-SOLID CHEESE,4069020,2.877
554,0,230,4605,NETHERLANDS,518,SOLID OR SEMI-SOLID CHEESE,4069020,4.605
555,0,1531,25337,UNITED KINGDOM,521,SOLID OR SEMI-SOLID CHEESE,4069020,25.337
556,0,114,3732,FRANCE,522,SOLID OR SEMI-SOLID CHEESE,4069020,3.732
557,0,582,17220,ITALY,523,SOLID OR SEMI-SOLID CHEESE,4069020,17.22
558,0,76,2241,GREECE,524,SOLID OR SEMI-SOLID CHEESE,4069020,2.241
559,0,88,1160,POLAND,533,SOLID OR SEMI-SOLID CHEESE,4069020,1.16
560,0,190,2593,HUNGARY,535,SOLID OR SEMI-SOLID CHEESE,4069020,2.593
561,0,159,4595,"EUROPEAN UNION, N.E.S",950,SOLID OR SEMI-SOLID CHEESE,4069020,4.595
562,0,173,2645,Other Countries,997,SOLID OR SEMI-SOLID CHEESE,4069020,2.645
563,0,787,10332,SOUTH AFRICA,254,OTHER CHEESE,4069030,10.332
564,0,1045,16556,NEW ZEALAND,313,OTHER CHEESE,4069030,16.556
565,0,313,4139,U.S.A,410,OTHER CHEESE,4069030,4.139
566,0,1010,14403,ARGENTINA,442,OTHER CHEESE,4069030,14.403
567,0,2767,37557,IRELAND,500,OTHER CHEESE,4069030,37.557
568,0,1153,15727,GERMANY,517,OTHER CHEESE,4069030,15.727
569,0,145,1975,NETHERLANDS,518,OTHER CHEESE,4069030,1.975
570,0,1400,19437,UNITED KINGDOM,521,OTHER CHEESE,4069030,19.437
571,0,600,7872,LATVIA,542,OTHER CHEESE,4069030,7.872
572,0,24,530,Other Countries,997,OTHER CHEESE,4069030,0.53
573,0,2113,23738,EGYPT,214,OTHER CHEESE,4069090,23.738
574,0,109,1553,NEW ZEALAND,313,OTHER CHEESE,4069090,1.553
