,Quantity/Units,Weights (Tons),Value(1000 SAR),Country Name,Country Code,Description,Commodity Code,value in Millions
11015,0,313,12892,PAKISTAN,129,OTHER GARMENTS AND SUITS FOR MENS OR BOYS OF COTTON,62113290,12.892
11016,0,8,1463,BANGLADESH,130,OTHER GARMENTS AND SUITS FOR MENS OR BOYS OF COTTON,62113290,1.463
11017,0,138,7073,INDIA,131,OTHER GARMENTS AND SUITS FOR MENS OR BOYS OF COTTON,62113290,7.073
11018,0,175,7499,CHINA,142,OTHER GARMENTS AND SUITS FOR MENS OR BOYS OF COTTON,62113290,7.499
11019,0,11,1745,MOROCCO,210,OTHER GARMENTS AND SUITS FOR MENS OR BOYS OF COTTON,62113290,1.745
11020,0,44,2241,Other Countries,997,OTHER GARMENTS AND SUITS FOR MENS OR BOYS OF COTTON,62113290,2.241
11021,0,46,3019,KUWAIT,113,"THOBES ""DISHDASHA"" OF MAN-MADE FIBRES",62113310,3.019
11022,0,23,3487,UNITED ARAB EMIRATES,120,"THOBES ""DISHDASHA"" OF MAN-MADE FIBRES",62113310,3.487
11023,0,241,7266,INDIA,131,"THOBES ""DISHDASHA"" OF MAN-MADE FIBRES",62113310,7.266
11024,0,462,8931,VIETNAM,140,"THOBES ""DISHDASHA"" OF MAN-MADE FIBRES",62113310,8.931
11025,0,6939,184919,CHINA,142,"THOBES ""DISHDASHA"" OF MAN-MADE FIBRES",62113310,184.919
11026,0,27,1907,INDONESIA,152,"THOBES ""DISHDASHA"" OF MAN-MADE FIBRES",62113310,1.907
11027,0,21,1751,Other Countries,997,"THOBES ""DISHDASHA"" OF MAN-MADE FIBRES",62113310,1.751
11028,0,4,1327,UNITED ARAB EMIRATES,120,OTHER GARMENTS AND SUITS FOR MENS OR BOYS OF MAN-MADE FIBRES,62113390,1.327
11029,0,50,1522,INDIA,131,OTHER GARMENTS AND SUITS FOR MENS OR BOYS OF MAN-MADE FIBRES,62113390,1.522
11030,0,323,9939,VIETNAM,140,OTHER GARMENTS AND SUITS FOR MENS OR BOYS OF MAN-MADE FIBRES,62113390,9.939
11031,0,699,15216,CHINA,142,OTHER GARMENTS AND SUITS FOR MENS OR BOYS OF MAN-MADE FIBRES,62113390,15.216
11032,0,3,1471,U.S.A,410,OTHER GARMENTS AND SUITS FOR MENS OR BOYS OF MAN-MADE FIBRES,62113390,1.471
11033,0,3,1745,GERMANY,517,OTHER GARMENTS AND SUITS FOR MENS OR BOYS OF MAN-MADE FIBRES,62113390,1.745
11034,0,24,3371,Other Countries,997,OTHER GARMENTS AND SUITS FOR MENS OR BOYS OF MAN-MADE FIBRES,62113390,3.371
11035,0,371,5813,VIETNAM,140,"THOBES ""DISHDASHA"" OF OTHER TEXTILE MATERIALS",62113910,5.813
11036,0,1071,14801,CHINA,142,"THOBES ""DISHDASHA"" OF OTHER TEXTILE MATERIALS",62113910,14.801
11037,0,139,2405,Other Countries,997,"THOBES ""DISHDASHA"" OF OTHER TEXTILE MATERIALS",62113910,2.405
11038,0,8,1440,BANGLADESH,130,OTHER GARMENTS AND SUITS FOR MENS OF OTHER TEXTILE MATERIALS,62113990,1.44
11039,0,8,2580,CAMBODIA,138,OTHER GARMENTS AND SUITS FOR MENS OF OTHER TEXTILE MATERIALS,62113990,2.58
11040,0,26,2686,VIETNAM,140,OTHER GARMENTS AND SUITS FOR MENS OF OTHER TEXTILE MATERIALS,62113990,2.686
11041,0,29,3320,CHINA,142,OTHER GARMENTS AND SUITS FOR MENS OF OTHER TEXTILE MATERIALS,62113990,3.32
11042,0,258,1431,INDONESIA,152,OTHER GARMENTS AND SUITS FOR MENS OF OTHER TEXTILE MATERIALS,62113990,1.431
11043,0,38,2774,Other Countries,997,OTHER GARMENTS AND SUITS FOR MENS OF OTHER TEXTILE MATERIALS,62113990,2.774
11044,0,8,2575,JORDAN,112,FEMALE SPORTSWEAR OF COTTON,62114200,2.575
11045,0,100,11439,PAKISTAN,129,FEMALE SPORTSWEAR OF COTTON,62114200,11.439
11046,0,369,18337,BANGLADESH,130,FEMALE SPORTSWEAR OF COTTON,62114200,18.337
11047,0,179,22350,INDIA,131,FEMALE SPORTSWEAR OF COTTON,62114200,22.35
11048,0,7,2206,SRI LANKA,132,FEMALE SPORTSWEAR OF COTTON,62114200,2.206
11049,0,5,1152,MYANMAR,133,FEMALE SPORTSWEAR OF COTTON,62114200,1.152
11050,0,16,1062,THAILAND,134,FEMALE SPORTSWEAR OF COTTON,62114200,1.062
11051,0,10,3680,MALAYSIA,135,FEMALE SPORTSWEAR OF COTTON,62114200,3.68
11052,0,72,36553,CAMBODIA,138,FEMALE SPORTSWEAR OF COTTON,62114200,36.553
11053,0,58,18755,VIETNAM,140,FEMALE SPORTSWEAR OF COTTON,62114200,18.755
11054,0,258,37252,CHINA,142,FEMALE SPORTSWEAR OF COTTON,62114200,37.252
11055,0,29,4664,INDONESIA,152,FEMALE SPORTSWEAR OF COTTON,62114200,4.664
11056,0,7,1065,MOROCCO,210,FEMALE SPORTSWEAR OF COTTON,62114200,1.065
11057,0,5,1326,U.S.A,410,FEMALE SPORTSWEAR OF COTTON,62114200,1.326
11058,0,6,1152,TURKEY,525,FEMALE SPORTSWEAR OF COTTON,62114200,1.152
11059,0,36,5298,Other Countries,997,FEMALE SPORTSWEAR OF COTTON,62114200,5.298
11060,0,25,1547,PAKISTAN,129,FEMALE SPORTSWEAR OF MAN-MADE FIBERS,62114300,1.547
11061,0,133,6128,BANGLADESH,130,FEMALE SPORTSWEAR OF MAN-MADE FIBERS,62114300,6.128
11062,0,121,8830,INDIA,131,FEMALE SPORTSWEAR OF MAN-MADE FIBERS,62114300,8.83
11063,0,9,2430,CAMBODIA,138,FEMALE SPORTSWEAR OF MAN-MADE FIBERS,62114300,2.43
11064,0,137,15473,VIETNAM,140,FEMALE SPORTSWEAR OF MAN-MADE FIBERS,62114300,15.473
11065,0,873,28840,CHINA,142,FEMALE SPORTSWEAR OF MAN-MADE FIBERS,62114300,28.84
11066,0,21,3539,INDONESIA,152,FEMALE SPORTSWEAR OF MAN-MADE FIBERS,62114300,3.539
11067,0,34,3702,MOROCCO,210,FEMALE SPORTSWEAR OF MAN-MADE FIBERS,62114300,3.702
11068,0,33,6354,U.S.A,410,FEMALE SPORTSWEAR OF MAN-MADE FIBERS,62114300,6.354
11069,0,7,1036,EL SALVADOR,429,FEMALE SPORTSWEAR OF MAN-MADE FIBERS,62114300,1.036
11070,0,2,1011,ITALY,523,FEMALE SPORTSWEAR OF MAN-MADE FIBERS,62114300,1.011
11071,0,79,9384,Other Countries,997,FEMALE SPORTSWEAR OF MAN-MADE FIBERS,62114300,9.384
11072,0,44,2246,INDIA,131,FEMALE SPORTSWEAR OF OTHER TEXTILES,62114900,2.246
11073,0,28,1315,VIETNAM,140,FEMALE SPORTSWEAR OF OTHER TEXTILES,62114900,1.315
11074,0,250,6171,CHINA,142,FEMALE SPORTSWEAR OF OTHER TEXTILES,62114900,6.171
11075,0,5,1686,U.S.A,410,FEMALE SPORTSWEAR OF OTHER TEXTILES,62114900,1.686
11076,0,9,1927,TURKEY,525,FEMALE SPORTSWEAR OF OTHER TEXTILES,62114900,1.927
11077,0,55,4905,Other Countries,997,FEMALE SPORTSWEAR OF OTHER TEXTILES,62114900,4.905
11078,0,225,18340,BANGLADESH,130,BRASSIERES,62121000,18.34
11079,0,54,3939,INDIA,131,BRASSIERES,62121000,3.939
11080,0,45,5963,SRI LANKA,132,BRASSIERES,62121000,5.963
11081,0,28,2139,MYANMAR,133,BRASSIERES,62121000,2.139
11082,0,47,2061,THAILAND,134,BRASSIERES,62121000,2.061
11083,0,18,1455,CAMBODIA,138,BRASSIERES,62121000,1.455
11084,0,46,5536,VIETNAM,140,BRASSIERES,62121000,5.536
11085,0,1611,101330,CHINA,142,BRASSIERES,62121000,101.33
11086,0,11,2426,TAIWAN,143,BRASSIERES,62121000,2.426
11087,0,28,3089,INDONESIA,152,BRASSIERES,62121000,3.089
11088,0,20,1547,TURKEY,525,BRASSIERES,62121000,1.547
11089,0,26,3401,Other Countries,997,BRASSIERES,62121000,3.401
11090,0,764,10894,CHINA,142,OTHER UNDERGARMENTS,62129000,10.894
11091,0,3,1186,CZECH REPUBLIC,552,OTHER UNDERGARMENTS,62129000,1.186
11092,0,21,2028,Other Countries,997,OTHER UNDERGARMENTS,62129000,2.028
11093,0,28,1295,UNITED ARAB EMIRATES,120,"SHAWLS, SCARVES AND THE LIKE OF OTHER TEXTILES",62149090,1.295
11094,0,636,2808,PAKISTAN,129,"SHAWLS, SCARVES AND THE LIKE OF OTHER TEXTILES",62149090,2.808
11095,0,884,6421,INDIA,131,"SHAWLS, SCARVES AND THE LIKE OF OTHER TEXTILES",62149090,6.421
11096,0,325,4145,CHINA,142,"SHAWLS, SCARVES AND THE LIKE OF OTHER TEXTILES",62149090,4.145
11097,0,15,415,Other Countries,997,"SHAWLS, SCARVES AND THE LIKE OF OTHER TEXTILES",62149090,0.415
11098,0,44,1498,PAKISTAN,129,"GLOVES, MITTENS AND MITTS, NOT KNITTED",62160000,1.498
11099,0,31,1815,SRI LANKA,132,"GLOVES, MITTENS AND MITTS, NOT KNITTED",62160000,1.815
11100,0,15,1997,VIETNAM,140,"GLOVES, MITTENS AND MITTS, NOT KNITTED",62160000,1.997
11101,0,286,6969,CHINA,142,"GLOVES, MITTENS AND MITTS, NOT KNITTED",62160000,6.969
11102,0,55,2882,Other Countries,997,"GLOVES, MITTENS AND MITTS, NOT KNITTED",62160000,2.882
11103,0,322,1709,SYRIA,110,"STOCKINGS ACCESSORIES, NOT KNITTED",62171010,1.709
11104,0,42,1365,UNITED ARAB EMIRATES,120,"STOCKINGS ACCESSORIES, NOT KNITTED",62171010,1.365
11105,0,3204,44529,CHINA,142,"STOCKINGS ACCESSORIES, NOT KNITTED",62171010,44.529
11106,0,180,2892,TURKEY,525,"STOCKINGS ACCESSORIES, NOT KNITTED",62171010,2.892
11107,0,211,4097,Other Countries,997,"STOCKINGS ACCESSORIES, NOT KNITTED",62171010,4.097
11108,0,9,5601,UNITED ARAB EMIRATES,120,FOOTWEAR WITHOUT SOLES,62171020,5.601
11109,0,28,9263,INDIA,131,FOOTWEAR WITHOUT SOLES,62171020,9.263
11110,0,108,45670,VIETNAM,140,FOOTWEAR WITHOUT SOLES,62171020,45.67
11111,0,159,53887,CHINA,142,FOOTWEAR WITHOUT SOLES,62171020,53.887
11112,0,3,2021,HONG KONG,145,FOOTWEAR WITHOUT SOLES,62171020,2.021
11113,0,45,12240,INDONESIA,152,FOOTWEAR WITHOUT SOLES,62171020,12.24
11114,0,35,18774,U.S.A,410,FOOTWEAR WITHOUT SOLES,62171020,18.774
11115,0,2,1910,GERMANY,517,FOOTWEAR WITHOUT SOLES,62171020,1.91
11116,0,12,8463,UNITED KINGDOM,521,FOOTWEAR WITHOUT SOLES,62171020,8.463
11117,0,2,2936,FRANCE,522,FOOTWEAR WITHOUT SOLES,62171020,2.936
11118,0,15,20663,ITALY,523,FOOTWEAR WITHOUT SOLES,62171020,20.663
11119,0,34,5017,Other Countries,997,FOOTWEAR WITHOUT SOLES,62171020,5.017
11120,0,207,11965,CHINA,142,OTHER CLOTHING ACCESSORIES,62171090,11.965
11121,0,13,630,Other Countries,997,OTHER CLOTHING ACCESSORIES,62171090,0.63
11122,0,86,1037,PAKISTAN,129,"BLANKETS, COTTON",63013000,1.037
11123,0,89,2376,INDIA,131,"BLANKETS, COTTON",63013000,2.376
11124,0,26,1644,THAILAND,134,"BLANKETS, COTTON",63013000,1.644
11125,0,305,10676,CHINA,142,"BLANKETS, COTTON",63013000,10.676
11126,0,112,3102,Other Countries,997,"BLANKETS, COTTON",63013000,3.102
11127,0,111,1110,UNITED ARAB EMIRATES,120,"BLANKETS, OF SYNTHETIC FIBERS",63014000,1.11
11128,0,479,5066,INDIA,131,"BLANKETS, OF SYNTHETIC FIBERS",63014000,5.066
11129,0,933,11144,VIETNAM,140,"BLANKETS, OF SYNTHETIC FIBERS",63014000,11.144
11130,0,17162,127166,CHINA,142,"BLANKETS, OF SYNTHETIC FIBERS",63014000,127.166
11131,0,557,4339,SOUTH KOREA,147,"BLANKETS, OF SYNTHETIC FIBERS",63014000,4.339
11132,0,302,9655,SPAIN,526,"BLANKETS, OF SYNTHETIC FIBERS",63014000,9.655
11133,0,16,671,Other Countries,997,"BLANKETS, OF SYNTHETIC FIBERS",63014000,0.671
11134,0,597,4722,UNITED ARAB EMIRATES,120,OTHER BLANKETS AND TRAVELING RUGS,63019000,4.722
11135,0,136,1832,INDIA,131,OTHER BLANKETS AND TRAVELING RUGS,63019000,1.832
11136,0,16,1090,THAILAND,134,OTHER BLANKETS AND TRAVELING RUGS,63019000,1.09
11137,0,9033,69105,CHINA,142,OTHER BLANKETS AND TRAVELING RUGS,63019000,69.105
11138,0,1901,15782,SOUTH KOREA,147,OTHER BLANKETS AND TRAVELING RUGS,63019000,15.782
11139,0,138,1083,TURKEY,525,OTHER BLANKETS AND TRAVELING RUGS,63019000,1.083
11140,0,78,1617,Other Countries,997,OTHER BLANKETS AND TRAVELING RUGS,63019000,1.617
11141,0,247,4383,PAKISTAN,129,"BED LINEN, KNITTED OR CROCHETED",63021000,4.383
11142,0,54,1031,BANGLADESH,130,"BED LINEN, KNITTED OR CROCHETED",63021000,1.031
11143,0,251,3178,CHINA,142,"BED LINEN, KNITTED OR CROCHETED",63021000,3.178
11144,0,100,2800,Other Countries,997,"BED LINEN, KNITTED OR CROCHETED",63021000,2.8
11145,0,418,7173,PAKISTAN,129,"COTTON BED LINEN, PRINTED",63022100,7.173
11146,0,54,1260,BANGLADESH,130,"COTTON BED LINEN, PRINTED",63022100,1.26
11147,0,101,3951,INDIA,131,"COTTON BED LINEN, PRINTED",63022100,3.951
11148,0,192,4714,CHINA,142,"COTTON BED LINEN, PRINTED",63022100,4.714
11149,0,4,1606,ITALY,523,"COTTON BED LINEN, PRINTED",63022100,1.606
11150,0,51,2144,TURKEY,525,"COTTON BED LINEN, PRINTED",63022100,2.144
11151,0,31,2509,Other Countries,997,"COTTON BED LINEN, PRINTED",63022100,2.509
11152,0,70,1095,PAKISTAN,129,"BED LINEN OF OTHER TEXTILES, PRINTED",63022900,1.095
11153,0,74,3071,EGYPT,214,"BED LINEN OF OTHER TEXTILES, PRINTED",63022900,3.071
11154,0,1,2000,UNITED KINGDOM,521,"BED LINEN OF OTHER TEXTILES, PRINTED",63022900,2.0
11155,0,1,1970,FRANCE,522,"BED LINEN OF OTHER TEXTILES, PRINTED",63022900,1.97
11156,0,3,2905,ITALY,523,"BED LINEN OF OTHER TEXTILES, PRINTED",63022900,2.905
11157,0,76,3293,Other Countries,997,"BED LINEN OF OTHER TEXTILES, PRINTED",63022900,3.293
11158,0,201,5281,PAKISTAN,129,OTHER BED LINEN OF COTTON,63023100,5.281
11159,0,44,1042,BANGLADESH,130,OTHER BED LINEN OF COTTON,63023100,1.042
11160,0,273,9350,INDIA,131,OTHER BED LINEN OF COTTON,63023100,9.35
11161,0,368,8532,CHINA,142,OTHER BED LINEN OF COTTON,63023100,8.532
11162,0,135,3021,EGYPT,214,OTHER BED LINEN OF COTTON,63023100,3.021
11163,0,7,2473,ITALY,523,OTHER BED LINEN OF COTTON,63023100,2.473
11164,0,35,1290,TURKEY,525,OTHER BED LINEN OF COTTON,63023100,1.29
11165,0,20,1905,Other Countries,997,OTHER BED LINEN OF COTTON,63023100,1.905
11166,0,564,6958,CHINA,142,OTHER BED LINEN OF MAN-MADE FIBERS,63023200,6.958
11167,0,95,1948,TURKEY,525,OTHER BED LINEN OF MAN-MADE FIBERS,63023200,1.948
11168,0,79,1632,Other Countries,997,OTHER BED LINEN OF MAN-MADE FIBERS,63023200,1.632
11169,0,786,10039,PAKISTAN,129,OTHER BED LINEN OF OTHER TEXTILE MATERIALS,63023900,10.039
11170,0,268,4349,CHINA,142,OTHER BED LINEN OF OTHER TEXTILE MATERIALS,63023900,4.349
11171,0,85,1351,Other Countries,997,OTHER BED LINEN OF OTHER TEXTILE MATERIALS,63023900,1.351
11172,0,41,2045,INDIA,131,TABLE LINEN OF OTHER TEXTILE MATERIALS,63025900,2.045
11173,0,102,3183,CHINA,142,TABLE LINEN OF OTHER TEXTILE MATERIALS,63025900,3.183
11174,0,0,1660,FRANCE,522,TABLE LINEN OF OTHER TEXTILE MATERIALS,63025900,1.66
11175,0,2,3352,ITALY,523,TABLE LINEN OF OTHER TEXTILE MATERIALS,63025900,3.352
11176,0,15,1164,SPAIN,526,TABLE LINEN OF OTHER TEXTILE MATERIALS,63025900,1.164
11177,0,13,695,Other Countries,997,TABLE LINEN OF OTHER TEXTILE MATERIALS,63025900,0.695
11178,0,91,1259,PAKISTAN,129,"TOILET LINEN AND KITCHEN LINEN, OF TERRY FABRIC, COTTON",63026000,1.259
11179,0,79,1030,BANGLADESH,130,"TOILET LINEN AND KITCHEN LINEN, OF TERRY FABRIC, COTTON",63026000,1.03
11180,0,187,3314,INDIA,131,"TOILET LINEN AND KITCHEN LINEN, OF TERRY FABRIC, COTTON",63026000,3.314
11181,0,326,5015,CHINA,142,"TOILET LINEN AND KITCHEN LINEN, OF TERRY FABRIC, COTTON",63026000,5.015
11182,0,23,1637,PORTUGAL,515,"TOILET LINEN AND KITCHEN LINEN, OF TERRY FABRIC, COTTON",63026000,1.637
11183,0,4,1152,ITALY,523,"TOILET LINEN AND KITCHEN LINEN, OF TERRY FABRIC, COTTON",63026000,1.152
11184,0,242,4425,TURKEY,525,"TOILET LINEN AND KITCHEN LINEN, OF TERRY FABRIC, COTTON",63026000,4.425
11185,0,80,1812,Other Countries,997,"TOILET LINEN AND KITCHEN LINEN, OF TERRY FABRIC, COTTON",63026000,1.812
11186,0,2247,12989,PAKISTAN,129,"ORDINARY TOWELS, HAND TOWELS AND BATH TOWELS",63029120,12.989
11187,0,1275,20045,INDIA,131,"ORDINARY TOWELS, HAND TOWELS AND BATH TOWELS",63029120,20.045
11188,0,17,1454,THAILAND,134,"ORDINARY TOWELS, HAND TOWELS AND BATH TOWELS",63029120,1.454
11189,0,1131,13020,CHINA,142,"ORDINARY TOWELS, HAND TOWELS AND BATH TOWELS",63029120,13.02
11190,0,508,10353,EGYPT,214,"ORDINARY TOWELS, HAND TOWELS AND BATH TOWELS",63029120,10.353
11191,0,590,9776,TURKEY,525,"ORDINARY TOWELS, HAND TOWELS AND BATH TOWELS",63029120,9.776
11192,0,243,2894,Other Countries,997,"ORDINARY TOWELS, HAND TOWELS AND BATH TOWELS",63029120,2.894
11193,0,207,8601,INDIA,131,"CURTAINS, ETC., OF OTHER TEXTILE MATERIALS, KNITTED",63031900,8.601
11194,0,451,10191,CHINA,142,"CURTAINS, ETC., OF OTHER TEXTILE MATERIALS, KNITTED",63031900,10.191
11195,0,81,1308,TURKEY,525,"CURTAINS, ETC., OF OTHER TEXTILE MATERIALS, KNITTED",63031900,1.308
11196,0,33,1464,Other Countries,997,"CURTAINS, ETC., OF OTHER TEXTILE MATERIALS, KNITTED",63031900,1.464
11197,0,386,31875,UNITED ARAB EMIRATES,120,"CURTAINS AND DRAPES, COTTON, NOT KNITTED",63039110,31.875
11198,0,139,2899,PAKISTAN,129,"CURTAINS AND DRAPES, COTTON, NOT KNITTED",63039110,2.899
11199,0,113,2760,INDIA,131,"CURTAINS AND DRAPES, COTTON, NOT KNITTED",63039110,2.76
11200,0,478,11785,CHINA,142,"CURTAINS AND DRAPES, COTTON, NOT KNITTED",63039110,11.785
11201,0,112,8217,TAIWAN,143,"CURTAINS AND DRAPES, COTTON, NOT KNITTED",63039110,8.217
11202,0,97,1437,TURKEY,525,"CURTAINS AND DRAPES, COTTON, NOT KNITTED",63039110,1.437
11203,0,54,1387,POLAND,533,"CURTAINS AND DRAPES, COTTON, NOT KNITTED",63039110,1.387
11204,0,123,5230,Other Countries,997,"CURTAINS AND DRAPES, COTTON, NOT KNITTED",63039110,5.23
11205,0,78,3428,INDIA,131,"CURTAINS AND DRAPES OF SYNTHETIC FIBERS, NOT KNITTED",63039210,3.428
11206,0,5303,32196,CHINA,142,"CURTAINS AND DRAPES OF SYNTHETIC FIBERS, NOT KNITTED",63039210,32.196
11207,0,168,2029,TURKEY,525,"CURTAINS AND DRAPES OF SYNTHETIC FIBERS, NOT KNITTED",63039210,2.029
11208,0,67,2052,Other Countries,997,"CURTAINS AND DRAPES OF SYNTHETIC FIBERS, NOT KNITTED",63039210,2.052
11209,0,148,3489,CHINA,142,KNITTED OR CROCHETED BEDSPREADS,63041100,3.489
11210,0,361,4901,EGYPT,214,KNITTED OR CROCHETED BEDSPREADS,63041100,4.901
11211,0,155,3609,Other Countries,997,KNITTED OR CROCHETED BEDSPREADS,63041100,3.609
11212,0,93,1086,PAKISTAN,129,OTHER BEDSPREADS,63041900,1.086
11213,0,202,4831,INDIA,131,OTHER BEDSPREADS,63041900,4.831
11214,0,475,5635,CHINA,142,OTHER BEDSPREADS,63041900,5.635
11215,0,114,2110,TURKEY,525,OTHER BEDSPREADS,63041900,2.11
11216,0,58,1216,Other Countries,997,OTHER BEDSPREADS,63041900,1.216
11217,0,144,6182,INDIA,131,"PILLOW CASES, NOT KNITTED, COTTON",63049240,6.182
11218,0,221,2736,CHINA,142,"PILLOW CASES, NOT KNITTED, COTTON",63049240,2.736
11219,0,52,1340,EGYPT,214,"PILLOW CASES, NOT KNITTED, COTTON",63049240,1.34
11220,0,137,2799,Other Countries,997,"PILLOW CASES, NOT KNITTED, COTTON",63049240,2.799
11221,0,81,3583,UNITED ARAB EMIRATES,120,"COVERS FOR VEHICLE SEATS, NOT KNITTED, SYNTHETIC",63049320,3.583
11222,0,106,2860,INDIA,131,"COVERS FOR VEHICLE SEATS, NOT KNITTED, SYNTHETIC",63049320,2.86
11223,0,163,3001,CHINA,142,"COVERS FOR VEHICLE SEATS, NOT KNITTED, SYNTHETIC",63049320,3.001
11224,0,13,5576,U.S.A,410,"COVERS FOR VEHICLE SEATS, NOT KNITTED, SYNTHETIC",63049320,5.576
11225,0,27,363,Other Countries,997,"COVERS FOR VEHICLE SEATS, NOT KNITTED, SYNTHETIC",63049320,0.363
11226,0,845,8050,INDIA,131,"FLEXIBLE, MEDIUM CONTAINERS FOR FILLING LIQUIDS.",63053200,8.05
11227,0,236,3294,CHINA,142,"FLEXIBLE, MEDIUM CONTAINERS FOR FILLING LIQUIDS.",63053200,3.294
11228,0,165,3089,INDONESIA,152,"FLEXIBLE, MEDIUM CONTAINERS FOR FILLING LIQUIDS.",63053200,3.089
11229,0,100,1755,TURKEY,525,"FLEXIBLE, MEDIUM CONTAINERS FOR FILLING LIQUIDS.",63053200,1.755
11230,0,88,703,Other Countries,997,"FLEXIBLE, MEDIUM CONTAINERS FOR FILLING LIQUIDS.",63053200,0.703
11231,0,111,1590,SULTANATE OF OMAN,119,"Bags made of polyethylene, polypropylenes",63053300,1.59
11232,0,414,3264,UNITED ARAB EMIRATES,120,"Bags made of polyethylene, polypropylenes",63053300,3.264
11233,0,431,3824,CHINA,142,"Bags made of polyethylene, polypropylenes",63053300,3.824
11234,0,2914,44289,TURKEY,525,"Bags made of polyethylene, polypropylenes",63053300,44.289
11235,0,205,1946,Other Countries,997,"Bags made of polyethylene, polypropylenes",63053300,1.946
11236,0,219,1854,VIETNAM,140,"TARPAULINS, SYNTHETIC FUBERS",63061210,1.854
11237,0,2630,12183,CHINA,142,"TARPAULINS, SYNTHETIC FUBERS",63061210,12.183
11238,0,160,669,Other Countries,997,"TARPAULINS, SYNTHETIC FUBERS",63061210,0.669
11239,0,927,5567,PAKISTAN,129,TENTS OF SYNTHETIC FIBERS,63062200,5.567
11240,0,649,12133,CHINA,142,TENTS OF SYNTHETIC FIBERS,63062200,12.133
11241,0,77,5262,U.S.A,410,TENTS OF SYNTHETIC FIBERS,63062200,5.262
11242,0,161,452,Other Countries,997,TENTS OF SYNTHETIC FIBERS,63062200,0.452
11243,0,6346,40569,PAKISTAN,129,TENTS OF OTHER TEXTILE MATERIALS,63062900,40.569
11244,0,434,7780,CHINA,142,TENTS OF OTHER TEXTILE MATERIALS,63062900,7.78
11245,0,58,2334,U.S.A,410,TENTS OF OTHER TEXTILE MATERIALS,63062900,2.334
11246,0,84,475,Other Countries,997,TENTS OF OTHER TEXTILE MATERIALS,63062900,0.475
11247,0,662,3597,PAKISTAN,129,"FLOOR  SHTOLC GNINAELC RALIMIS DNA SHTOLC-HSID ,SHTOLC-",63071000,3.597
11248,0,427,5788,INDIA,131,"FLOOR  SHTOLC GNINAELC RALIMIS DNA SHTOLC-HSID ,SHTOLC-",63071000,5.788
11249,0,54,2843,VIETNAM,140,"FLOOR  SHTOLC GNINAELC RALIMIS DNA SHTOLC-HSID ,SHTOLC-",63071000,2.843
11250,0,1314,21254,CHINA,142,"FLOOR  SHTOLC GNINAELC RALIMIS DNA SHTOLC-HSID ,SHTOLC-",63071000,21.254
11251,0,118,4400,U.S.A,410,"FLOOR  SHTOLC GNINAELC RALIMIS DNA SHTOLC-HSID ,SHTOLC-",63071000,4.4
11252,0,212,4817,Other Countries,997,"FLOOR  SHTOLC GNINAELC RALIMIS DNA SHTOLC-HSID ,SHTOLC-",63071000,4.817
11253,0,162,20343,CHINA,142,DRESS PATTERNS,63079010,20.343
11254,0,60,4154,Other Countries,997,DRESS PATTERNS,63079010,4.154
11255,0,174,2245,VIETNAM,140,BAGS FOR PROTECTING CLOTHES,63079040,2.245
11256,0,150,9998,CHINA,142,BAGS FOR PROTECTING CLOTHES,63079040,9.998
11257,0,45,966,Other Countries,997,BAGS FOR PROTECTING CLOTHES,63079040,0.966
11258,0,192,55778,JORDAN,112,MASKS OF THE KIND USED BY SURGEONS DURING OPERATION,63079097,55.778
11259,0,50,4906,UNITED ARAB EMIRATES,120,MASKS OF THE KIND USED BY SURGEONS DURING OPERATION,63079097,4.906
11260,0,51,2503,BANGLADESH,130,MASKS OF THE KIND USED BY SURGEONS DURING OPERATION,63079097,2.503
11261,0,75,8239,INDIA,131,MASKS OF THE KIND USED BY SURGEONS DURING OPERATION,63079097,8.239
11262,0,163,17071,VIETNAM,140,MASKS OF THE KIND USED BY SURGEONS DURING OPERATION,63079097,17.071
11263,0,19727,1449513,CHINA,142,MASKS OF THE KIND USED BY SURGEONS DURING OPERATION,63079097,1449.513
11264,0,24,6894,TAIWAN,143,MASKS OF THE KIND USED BY SURGEONS DURING OPERATION,63079097,6.894
11265,0,12,8237,HONG KONG,145,MASKS OF THE KIND USED BY SURGEONS DURING OPERATION,63079097,8.237
11266,0,32,4279,SOUTH KOREA,147,MASKS OF THE KIND USED BY SURGEONS DURING OPERATION,63079097,4.279
11267,0,282,171899,U.S.A,410,MASKS OF THE KIND USED BY SURGEONS DURING OPERATION,63079097,171.899
11268,0,2,1576,GERMANY,517,MASKS OF THE KIND USED BY SURGEONS DURING OPERATION,63079097,1.576
11269,0,41,3353,UNITED KINGDOM,521,MASKS OF THE KIND USED BY SURGEONS DURING OPERATION,63079097,3.353
11270,0,91,11863,TURKEY,525,MASKS OF THE KIND USED BY SURGEONS DURING OPERATION,63079097,11.863
11271,0,46,6182,Other Countries,997,MASKS OF THE KIND USED BY SURGEONS DURING OPERATION,63079097,6.182
11272,0,327,4574,VIETNAM,140,OTHER MADE UP ARTICLES,63079099,4.574
11273,0,474,14347,CHINA,142,OTHER MADE UP ARTICLES,63079099,14.347
11274,0,7,1061,UNITED KINGDOM,521,OTHER MADE UP ARTICLES,63079099,1.061
11275,0,92,4509,Other Countries,997,OTHER MADE UP ARTICLES,63079099,4.509
11276,0,4139,9374,PAKISTAN,129,"SORTED RAGS, TWINE AND THE LIKE",63101000,9.374
11277,0,4,1169,U.S.A,410,"SORTED RAGS, TWINE AND THE LIKE",63101000,1.169
